datetime,ur/h,usv/h,t,p0,humid,windspd,Td,rrr,mm24,mm48
02.05.19 12:00,93.16,0.47,23.9,728.6,40,3,9.6,0,9,13
02.05.19 15:00,101.29,0.51,20.5,728.2,58,2,12,0,9,13
02.05.19 18:00,95.92,0.47,21,726.4,53,1,10.9,0,13,18
02.05.19 21:00,95.48,0.47,17.1,727.5,70,2,11.5,0,13,18
03.05.19 00:00,93.48,0.46,14,728.2,90,4,12.4,0,13,18
03.05.19 03:00,96.43,0.5,13.3,727.6,94,1,12.3,0,13,18
03.05.19 06:00,103.86,0.52,13.2,728,94,1,12.3,9,13,18.3
03.05.19 09:00,97.73,0.47,12.9,729.7,91,2,11.5,0,4,9.3
03.05.19 12:00,93.67,0.48,16,731,74,3,11.4,0,4,9.3
03.05.19 15:00,94.33,0.47,16.4,731.8,62,3,9.1,0,4,9.3
03.05.19 18:00,97.76,0.51,14.8,732.5,68,2,8.8,4,9,9.6
03.05.19 21:00,104.84,0.51,12.4,733.7,81,1,9.2,0,5,5.6
04.05.19 00:00,99,0.5,11.3,734.4,86,1,9,0,5,5.6
04.05.19 03:00,99,0.49,10.9,734.3,89,0,9.1,0,5,5.6
04.05.19 06:00,103.66,0.54,10.7,735.4,92,1,9.4,0,5.3,5.6
04.05.19 09:00,109.38,0.55,13.4,735.6,69,2,7.8,0,5.3,5.6
04.05.19 12:00,100.49,0.49,12.7,735.7,88,3,10.8,0,5.3,5.6
04.05.19 15:00,96.84,0.48,11,735.2,89,3,9.2,0,5.3,5.6
04.05.19 18:00,95.19,0.49,11.3,735.2,89,3,9.6,5,5.6,5.6
04.05.19 21:00,108.17,0.56,10.7,735.4,90,2,9.1,0,0.6,0.6
05.05.19 00:00,112.65,0.57,10.5,734.8,88,1,8.5,0,0.6,0.6
05.05.19 03:00,116.27,0.58,10.4,734.5,91,2,8.9,0,0.6,0.6
05.05.19 06:00,123,0.6,10.2,735.5,94,2,9.2,0.3,0.6,0.6
05.05.19 09:00,111.83,0.54,11.1,736,93,1,10,0,0.3,0.3
05.05.19 12:00,100.46,0.5,15.5,735.7,66,2,9.2,0,0.3,0.3
05.05.19 15:00,100.91,0.5,16.6,735.2,59,3,8.4,0,0.3,0.3
05.05.19 18:00,101.86,0.53,16.4,735.3,63,3,9.3,0.3,0.3,0.3
05.05.19 21:00,115.92,0.61,11.5,735.4,85,1,9.1,0,0,0
06.05.19 00:00,124.49,0.62,9.8,734.3,92,2,8.5,0,0,0
06.05.19 03:00,116.78,0.58,7.1,733.9,94,1,6.2,0,0,0
06.05.19 06:00,115.79,0.57,8,734.2,95,1,7.3,0,0,0
06.05.19 09:00,111.16,0.53,14.5,733.9,88,1,12.5,0,0,0
06.05.19 12:00,102.71,0.53,20.6,732.8,50,4,9.9,0,0,0
06.05.19 15:00,117.57,0.62,22.3,731.9,48,4,10.8,0,0,0
06.05.19 18:00,121.98,0.57,19.5,731.5,57,4,10.8,0,0,0
06.05.19 21:00,104.87,0.51,15.8,731.5,76,3,11.5,0,0,0
07.05.19 00:00,96.68,0.48,13.8,731.2,82,2,10.8,0,0,0
07.05.19 03:00,97.63,0.5,12.5,730.5,85,2,10,0,0,0
07.05.19 06:00,96.59,0.49,12.5,730.9,88,2,10.6,0,0,0
07.05.19 09:00,100.43,0.51,21,730.4,54,4,11.4,0,0,0
07.05.19 12:00,104.43,0.53,23.7,730.1,42,4,10,0,0,0
07.05.19 15:00,106.05,0.51,22.1,729.7,57,4,13.1,0,0,0
07.05.19 18:00,95.76,0.48,17.4,729.9,72,4,12.3,0,0,0
07.05.19 21:00,99.57,0.52,14.1,729.7,84,2,11.4,0,0,0
08.05.19 00:00,95.82,0.48,12.1,729,91,2,10.6,0,0,0
08.05.19 03:00,94.36,0.47,13.3,728.5,90,2,11.7,0,0,0
08.05.19 06:00,91.32,0.46,13.8,728.5,93,2,12.7,0,0,7
08.05.19 09:00,98.38,0.49,19.4,728.1,72,2,14.1,0,0,7
08.05.19 12:00,95.03,0.47,21.2,728.1,66,3,14.6,0,0,7
08.05.19 15:00,91.38,0.46,21.3,728.2,67,1,15,0,0,7
08.05.19 18:00,92.24,0.45,20.4,728.9,69,1,14.5,0,0,9
08.05.19 21:00,91.48,0.47,16.7,728.5,79,3,13.1,0,0,9
09.05.19 00:00,94.33,0.46,14.1,728.2,92,1,12.8,0,0,9
09.05.19 03:00,91.83,0.47,14.6,728.7,90,2,13,0,0,9
09.05.19 06:00,94.02,0.47,15.7,729.3,85,4,13.1,0,7,9
09.05.19 09:00,94.94,0.47,17.5,730.9,74,3,12.7,0,7,9
09.05.19 12:00,93.44,0.47,20.3,731.7,59,3,12.1,0,7,9
09.05.19 15:00,89.76,0.46,20,732.7,56,2,10.8,0,7,9
09.05.19 18:00,91.03,0.44,18.1,732.9,60,1,10.1,0,9,9
09.05.19 21:00,90.46,0.47,15.9,733.4,69,1,10.2,0,9,9
10.05.19 00:00,94.62,0.47,14.9,732.7,72,1,9.8,0,9,9
10.05.19 03:00,94.56,0.46,14,732.1,74,2,9.4,0,9,9
10.05.19 06:00,94.33,0.47,11.6,732.5,93,2,10.5,7,9,9
10.05.19 09:00,93.41,0.47,12.9,732.6,85,2,10.5,0,2,2
10.05.19 12:00,91.22,0.46,16.5,732.4,64,2,9.6,0,2,2
10.05.19 15:00,90.36,0.46,19.5,732.3,55,2,10.2,0,2,2
10.05.19 18:00,95.51,0.46,18.8,732.7,62,2,11.2,2,2,2
10.05.19 21:00,91.22,0.46,14.6,733.6,80,2,11.1,0,0,0
11.05.19 00:00,94.78,0.48,12.7,733.4,88,2,10.8,0,0,0
11.05.19 03:00,89.48,0.44,11,733.6,92,1,9.7,0,0,0
11.05.19 06:00,89.89,0.45,11.5,734.1,95,3,10.7,0,0,1
11.05.19 09:00,92.71,0.46,15.2,734.5,81,3,11.9,0,0,1
11.05.19 12:00,91.95,0.46,19.7,734.1,59,4,11.3,0,0,1
11.05.19 15:00,94.43,0.47,21.9,734.1,54,3,12.1,0,0,1
11.05.19 18:00,89.41,0.46,20,734.3,57,3,11.1,0,0,1.5
11.05.19 21:00,95.64,0.47,14.1,735.1,100,1,14.1,0,0,1.5
12.05.19 00:00,90.81,0.46,11.5,735.2,88,0,9.6,0,0,1.5
12.05.19 03:00,91.57,0.45,9.5,735.1,93,0,8.4,0,0,1.5
12.05.19 06:00,92.24,0.46,9.8,735.8,94,1,8.9,0,1,1.5
12.05.19 09:00,88.27,0.43,19.4,735.7,55,2,10,0,1,1.5
12.05.19 12:00,90.27,0.46,22.8,735.1,47,2,10.9,0,1,1.5
12.05.19 15:00,91.92,0.47,24.6,734.5,36,3,8.7,0,1,1.5
12.05.19 18:00,93.79,0.46,20.8,735.3,57,2,12,0,1.5,1.5
12.05.19 21:00,88.94,0.45,16.3,736.6,73,4,11.5,0,1.5,1.5
13.05.19 00:00,92.72,0.47,14.1,736.4,91,2,12.7,0,1.5,1.5
13.05.19 03:00,92.24,0.47,14.3,736.4,87,2,12.2,0,1.5,1.5
13.05.19 06:00,92.81,0.44,14.3,736.9,86,3,12,1,1.5,1.5
13.05.19 09:00,90.52,0.46,15.4,737.5,86,2,13,0,0.5,0.5
13.05.19 12:00,91.09,0.46,16.7,737.3,74,3,12,0,0.5,0.5
13.05.19 15:00,92.02,0.45,20.3,736.7,54,2,10.6,0,0.5,0.5
13.05.19 18:00,90.72,0.46,19,736.5,54,1,9.5,0.5,0.5,0.5
13.05.19 21:00,92.4,0.45,14.5,737.2,78,1,10.6,0,0,0
14.05.19 00:00,87.92,0.45,11.9,736.9,88,1,9.9,0,0,0
14.05.19 03:00,94.3,0.48,11.5,736.6,92,1,10.3,0,0,0
14.05.19 06:00,93.48,0.48,11.9,736.9,93,1,10.8,0,0,0
14.05.19 09:00,93.03,0.46,18.3,736.8,65,5,11.5,0,0,0
14.05.19 12:00,92.74,0.46,23,736,41,3,8.9,0,0,0
14.05.19 15:00,93.19,0.46,24.8,735.6,33,2,7.2,0,0,0
14.05.19 18:00,92.21,0.47,22.8,735.4,41,1,8.9,0,0,0
14.05.19 21:00,94.37,0.47,14.7,736.5,74,1,10.1,0,0,0
15.05.19 00:00,91.48,0.45,13.6,736.6,77,1,9.6,0,0,0
15.05.19 03:00,93.83,0.47,12.7,736.3,81,2,9.4,0,0,0
15.05.19 06:00,93.32,0.47,13.4,736.6,81,0,10.1,0,0,0
15.05.19 09:00,95.51,0.47,22.5,736.3,43,2,9.3,0,0,0
15.05.19 12:00,95.03,0.48,26.3,735.7,32,2,8.3,0,0,0
15.05.19 15:00,94.81,0.47,27.5,735.1,28,2,7.6,0,0,0
15.05.19 18:00,95.82,0.49,25.9,735.1,31,1,7.7,0,0,0
15.05.19 21:00,98.81,0.48,17.8,735.8,61,1,10.2,0,0,0
16.05.19 00:00,96.3,0.5,12.9,735.4,84,1,10.2,0,0,0
16.05.19 03:00,96.37,0.47,11.1,735.2,90,1,9.5,0,0,0
16.05.19 06:00,94.14,0.46,11.9,734.9,89,1,10.2,0,0,0
16.05.19 09:00,92.77,0.47,23.9,734.5,48,1,12.1,0,0,0
16.05.19 12:00,93.73,0.47,27.6,733.9,36,3,11.2,0,0,0
16.05.19 15:00,92.65,0.46,28.3,733.3,36,4,12,0,0,0
16.05.19 18:00,95.48,0.48,27,732.7,37,3,11,0,0,0
16.05.19 21:00,95.76,0.48,20.9,733.1,67,1,14.4,0,0,0
17.05.19 00:00,92.27,0.46,17.9,733,78,0,14,0,0,0
17.05.19 03:00,95.54,0.49,16.9,732.5,79,2,13.3,0,0,0
17.05.19 06:00,100.62,0.51,16.6,732.5,80,2,13.1,0,0,0
17.05.19 09:00,104.97,0.54,25.3,732.4,52,4,14.7,0,0,0
17.05.19 12:00,112.71,0.55,28.7,732,36,5,12.3,0,0,0
17.05.19 15:00,104.65,0.52,29.6,731.6,24,5,7.2,0,0,0
17.05.19 18:00,112.86,0.57,27.5,731,34,4,10.1,0,0,0
17.05.19 21:00,111.35,0.53,19.4,731.4,63,1,12.1,0,0,0
18.05.19 00:00,109.6,0.57,17.3,731,66,2,10.9,0,0,0
18.05.19 03:00,116.43,0.58,14,730.8,79,3,10.4,0,0,0
18.05.19 06:00,118.33,0.61,14.5,730.6,79,2,10.9,0,0,0
18.05.19 09:00,118.46,0.59,21.6,730.8,56,3,12.3,0,0,0
18.05.19 12:00,117.76,0.58,25.9,730.3,45,5,13,0,0,0
18.05.19 15:00,122.18,0.63,27,729,39,5,11.8,0,0,0
18.05.19 18:00,121.8,0.6,25,729.4,50,3,13.7,0,0,0
18.05.19 21:00,122.78,0.62,21.4,728.8,63,3,14,0,0,0
19.05.19 00:00,118.84,0.58,17.7,729.2,68,2,11.7,0,0,0
19.05.19 03:00,120.78,0.62,15.3,729,75,2,10.8,0,0,0
19.05.19 06:00,125.26,0.62,14.9,729.4,83,3,12.1,0,0,0
19.05.19 09:00,119.63,0.6,18.6,729.8,72,4,13.5,0,0,0
19.05.19 12:00,122.02,0.61,25,730.3,50,3,13.7,0,0,0
19.05.19 15:00,125.64,0.63,22.9,730.5,56,3,13.7,0,0,0
19.05.19 18:00,125.48,0.62,23.8,731.6,56,1,14.5,0,0,0
19.05.19 21:00,124.4,0.62,19.8,732.4,66,0,13.3,0,0,0
20.05.19 00:00,118.74,0.6,15,731.9,82,1,11.9,0,0,0
20.05.19 03:00,122.21,0.61,14.3,732.1,86,1,11.9,0,0,0
20.05.19 06:00,121.54,0.6,15.9,732.6,81,1,12.7,0,0,0
20.05.19 09:00,115.79,0.57,17.5,733.9,74,0,12.8,0,0,0
20.05.19 12:00,108.74,0.54,22.7,734.2,62,3,14.9,0,0,0
20.05.19 15:00,112.68,0.56,22,734.8,47,3,10.1,0,0,0
20.05.19 18:00,112.24,0.57,20.6,735.3,50,1,9.9,0,0,4
20.05.19 21:00,114.86,0.57,17.1,735.5,76,0,12.8,0,0,4
21.05.19 00:00,114.65,0.56,13.4,735.6,86,0,11.1,0,0,4
21.05.19 03:00,106.78,0.53,11.7,736.6,70,1,6.4,0,0,4
21.05.19 06:00,106.43,0.54,11.9,736.9,74,0,7.4,0,0,4
21.05.19 09:00,105.32,0.53,18.8,736.7,45,2,6.5,0,0,4
21.05.19 12:00,109.22,0.56,24.4,736.5,45,4,11.6,0,0,4
21.05.19 15:00,114.9,0.58,26.1,735.8,33,5,8.4,0,0,4
21.05.19 18:00,122.4,0.6,24.6,735.4,34,6,7.5,0,4,5
21.05.19 21:00,122.17,0.62,18.2,736.2,56,3,9.1,0,4,5
22.05.19 00:00,119.22,0.6,13.8,736.3,67,3,7.8,0,4,5
22.05.19 03:00,120.53,0.6,11.1,735.6,79,4,7.6,0,4,5
22.05.19 06:00,117.73,0.58,11.1,735.3,82,4,8.2,0,4,11
22.05.19 09:00,115.06,0.58,16.5,734.3,64,4,9.7,0,4,11
22.05.19 12:00,117.54,0.6,21.2,733,52,4,10.8,0,4,11
22.05.19 15:00,114.05,0.56,17,734.5,78,1,13.2,0,4,11
22.05.19 18:00,117.35,0.59,16.7,734.2,89,0,14.9,4,5,11
22.05.19 21:00,116.9,0.58,14.7,734.2,93,0,13.5,0,1,7
23.05.19 00:00,120.56,0.62,13.3,733.3,94,0,12.4,0,1,7
23.05.19 03:00,125.92,0.61,12,733.3,96,1,11.3,0,1,7
23.05.19 06:00,111.54,0.56,10.6,733.3,95,1,9.9,0,7,7
23.05.19 09:00,116.87,0.59,21.3,732.5,62,1,13.7,0,7,7
23.05.19 12:00,117.57,0.59,24.4,731.2,43,4,11,0,7,7
23.05.19 15:00,114.94,0.56,19.1,731.4,76,1,14.7,0,7,7
23.05.19 18:00,113.76,0.58,20.7,731.5,49,0,9.6,1,7,10
23.05.19 21:00,114.43,0.57,15.6,732.6,92,0,14.3,0,6,9
24.05.19 00:00,116.91,0.58,14.1,732.7,93,0,13,0,6,9
24.05.19 03:00,111.66,0.56,12.9,732.1,94,0,12,0,6,9
24.05.19 06:00,111.09,0.55,12.3,732.1,95,0,11.5,6,6,10
24.05.19 09:00,107.19,0.52,20.9,732,60,0,12.8,0,0,4
24.05.19 12:00,99.1,0.5,25.6,731.4,32,2,7.5,0,0,4
24.05.19 15:00,101.7,0.5,26.4,730.9,34,2,9.2,0,0,4
24.05.19 18:00,98.59,0.5,24.8,730.9,40,3,10.4,0,3,7
24.05.19 21:00,99.89,0.49,18.8,731.2,67,1,12.4,0,3,7
25.05.19 00:00,96.84,0.49,19,730.6,60,3,11.1,0,3,7
25.05.19 03:00,97.76,0.48,17.7,730.1,65,3,11,0,3,7
25.05.19 06:00,91.7,0.46,17.4,730.1,65,3,10.7,0,4,10
25.05.19 09:00,95.63,0.48,23.5,729.3,45,5,10.9,0,4,10
25.05.19 12:00,96.97,0.5,27.2,727.9,33,6,9.5,0,4,10
25.05.19 15:00,104.87,0.53,28.1,727,36,3,11.7,0,4,10
25.05.19 18:00,102.49,0.5,19.6,728.8,74,1,14.8,3,7,10
25.05.19 21:00,97.54,0.5,16.9,731.4,86,1,14.5,0,4,7
26.05.19 00:00,94.9,0.46,14.3,731.8,86,2,11.9,0,4,7
26.05.19 03:00,95.22,0.48,12.4,732.2,94,1,11.4,0,4,7
26.05.19 06:00,97.48,0.49,14.4,732.7,94,2,13.4,1,7,7
26.05.19 09:00,97.35,0.48,20.6,732.8,60,5,12.4,0,6,6
26.05.19 12:00,95.92,0.48,21.7,732.8,49,4,10.4,0,6,6
26.05.19 15:00,97.22,0.49,17,733.6,84,1,14.3,0,6,6
26.05.19 18:00,96.62,0.49,20.1,733.5,69,2,14.1,3,6,6
26.05.19 21:00,96.21,0.48,15.2,734.5,92,0,13.9,0,3,3
27.05.19 00:00,101.45,0.53,14.2,735.7,89,2,12.4,0,3,3
27.05.19 03:00,110.86,0.55,13,734.8,94,0,12,0,3,3
27.05.19 06:00,115.92,0.6,13.6,735.7,94,0,12.7,3,3,3
27.05.19 09:00,115.73,0.54,17.5,736.5,82,1,14.4,0,0,0
27.05.19 12:00,109.28,0.59,19.5,736.1,63,3,12.2,0,0,0
27.05.19 15:00,125.09,0.62,20.7,736,62,3,13,0,0,0
27.05.19 18:00,120.24,0.62,20.3,736.4,65,3,13.5,0,0,0
27.05.19 21:00,130.59,0.64,15.6,737.8,85,1,13.1,0,0,0
28.05.19 00:00,128.34,0.65,16.8,737.8,72,1,11.6,0,0,0
28.05.19 03:00,132.91,0.67,13.7,737.4,80,1,10.3,0,0,0
28.05.19 06:00,136.27,0.68,13.3,738.2,84,1,10.7,0,0,0
28.05.19 09:00,133.89,0.65,21.4,738.1,51,1,10.8,0,0,0
28.05.19 12:00,125.32,0.63,24.6,737.7,42,2,10.8,0,0,0
28.05.19 15:00,127.48,0.65,25.5,737.2,38,1,10.1,0,0,0
28.05.19 18:00,131.09,0.65,24.8,737.4,39,2,9.9,0,0,0
28.05.19 21:00,130.74,0.65,17,737.8,75,0,12.5,0,0,0
29.05.19 00:00,126.78,0.63,13.5,737.3,90,0,11.9,0,0,0
29.05.19 03:00,122.97,0.6,11.3,736.6,93,0,10.2,0,0,0
29.05.19 06:00,121.73,0.63,12.7,737.2,93,0,11.6,0,0,0
29.05.19 09:00,123.13,0.6,25,737.3,47,3,12.8,0,0,0
29.05.19 12:00,119.6,0.61,28.3,736.8,31,4,9.7,0,0,0
29.05.19 15:00,119.8,0.6,28.8,736.2,30,4,9.4,0,0,0
29.05.19 18:00,125.03,0.63,27.7,736,29,3,8,0,0,0
29.05.19 21:00,120.59,0.6,18.7,736.5,65,1,11.9,0,0,0
30.05.19 00:00,117.51,0.57,17.3,736.1,65,1,10.5,0,0,0
30.05.19 03:00,112.02,0.56,13.7,736,81,0,10.4,0,0,0
30.05.19 06:00,117.95,0.58,14.8,736.4,82,0,11.8,0,0,0
30.05.19 09:00,111.92,0.58,28.5,736.7,32,4,10.1,0,0,0
30.05.19 12:00,114.46,0.56,31.1,736.2,26,4,9.6,0,0,0
30.05.19 15:00,105.64,0.51,31.5,735.5,24,6,8.7,0,0,0
30.05.19 18:00,102.65,0.5,29.9,735.2,23,4,6.7,0,0,0
30.05.19 21:00,95.95,0.48,20.8,735.8,52,1,10.6,0,0,0
31.05.19 00:00,95.38,0.48,20,735.9,56,1,11,0,0,0
31.05.19 03:00,95.44,0.5,16.6,735.4,73,1,11.8,0,0,0
31.05.19 06:00,103.22,0.52,18.6,735.9,67,1,12.4,0,0,0
31.05.19 09:00,107.06,0.54,28.4,735.9,33,3,10.5,0,0,0
31.05.19 12:00,107.76,0.52,30.7,735.1,26,6,9.3,0,0,0
31.05.19 15:00,98.52,0.49,31.9,734.3,23,4,8.1,0,0,0
31.05.19 18:00,100.49,0.49,30.5,733.9,22,4,6.7,0,0,0
31.05.19 21:00,95.64,0.48,20.8,734.3,50,1,10,0,0,0
01.06.19 00:00,99.22,0.5,16.6,733.9,67,1,10.5,0,0,0
01.06.19 03:00,106.53,0.55,13.9,733.6,81,1,10.7,0,0,0
01.06.19 06:00,114.71,0.57,14.7,733.6,79,1,11.1,0,0,0
01.06.19 09:00,114.05,0.55,29,733.6,33,2,11,0,0,0
01.06.19 12:00,113.03,0.59,32.3,733.3,20,3,6.5,0,0,0
01.06.19 15:00,115.25,0.57,33.9,732.6,17,3,5.8,0,0,0
01.06.19 18:00,111.32,0.56,32.2,732.7,18,2,5.3,0,0,0.5
01.06.19 21:00,121.13,0.63,21.7,733.6,49,0,10.6,0,0,0.5
02.06.19 00:00,126.33,0.64,18.3,733.3,77,0,14.1,0,0,0.5
02.06.19 03:00,131.32,0.66,14.6,733.5,83,0,11.7,0,0,0.5
02.06.19 06:00,133.89,0.66,16.3,733.9,76,1,12,0,0,0.8
02.06.19 09:00,135.67,0.67,28.3,734.1,38,2,12.7,0,0,0.8
02.06.19 12:00,132.81,0.66,34.3,733.3,24,2,10.9,0,0,0.8
02.06.19 15:00,132.65,0.66,35.1,732.5,19,2,8,0,0,0.8
02.06.19 18:00,132.56,0.66,32.8,732.1,24,2,9.8,0,0.5,2.8
02.06.19 21:00,132.11,0.67,23.6,732.7,50,0,12.5,0,0.5,2.8
03.06.19 00:00,128.17,0.62,22.9,732.7,46,2,10.5,0,0.5,2.8
03.06.19 03:00,118.65,0.59,19,732.1,64,0,11.9,0,0.5,2.8
03.06.19 06:00,123.44,0.61,18.9,732.3,73,1,13.9,0,0.8,3.1
03.06.19 09:00,108.21,0.51,27.8,732.4,45,3,14.9,0,0.8,3.1
03.06.19 12:00,99.73,0.5,29.6,732.3,43,1,15.6,0,0.8,3.1
03.06.19 15:00,100.52,0.5,31.6,732.1,40,2,16.4,0,0.8,3.1
03.06.19 18:00,97.41,0.49,23,733,83,1,19.9,0.5,2.8,5.1
03.06.19 21:00,98.52,0.49,22.3,733.9,86,1,19.8,0,2.3,4.6
04.06.19 00:00,98.84,0.49,20.7,733.6,89,1,18.8,0,2.3,4.6
04.06.19 03:00,94.55,0.47,18.6,733.6,92,0,17.3,0,2.3,4.6
04.06.19 06:00,96.21,0.49,18.9,734,93,1,17.7,0.3,2.6,4.6
04.06.19 09:00,104.14,0.51,25.3,734.2,62,2,17.6,0,2.3,4.3
04.06.19 12:00,96.97,0.49,29.4,734,41,1,14.7,0,2.3,4.3
04.06.19 15:00,97,0.48,23.2,733.9,74,1,18.3,0,2.3,4.3
04.06.19 18:00,95.35,0.48,20.4,734.6,90,1,18.7,2,4.3,4.6
04.06.19 21:00,99.06,0.5,20.7,734.3,75,1,16,0,2.3,2.6
05.06.19 00:00,100.08,0.49,16.6,733.5,92,1,15.2,0,2.3,2.6
05.06.19 03:00,97.98,0.51,16.3,734,91,1,14.9,0,2.3,2.6
05.06.19 06:00,105.32,0.52,16.9,734.8,93,1,15.7,0.3,2.3,3.6
05.06.19 09:00,99.54,0.5,25.9,734.7,57,5,16.7,0,2,3.3
05.06.19 12:00,98.91,0.5,29,734.1,42,5,14.7,0,2,3.3
05.06.19 15:00,98.56,0.49,27.5,733.7,46,2,14.8,0,2,3.3
05.06.19 18:00,101.86,0.52,21.7,735,86,1,19.3,2,2.3,3.3
05.06.19 21:00,103.89,0.51,20,736.2,82,2,16.8,0,0.3,1.3
06.06.19 00:00,101.03,0.5,18.5,736.3,83,3,15.6,0,0.3,1.3
06.06.19 03:00,100.14,0.5,15.8,735.6,87,2,13.7,0,0.3,1.3
06.06.19 06:00,99.16,0.52,?,736.3,?,?,14.3,0,1.3,1.3
06.06.19 09:00,108.33,0.54,20,736.3,71,4,14.5,0,1.3,1.3
06.06.19 12:00,110.24,0.56,24.4,735.8,56,4,14.9,0,1.3,1.3
06.06.19 15:00,112.17,0.56,24.3,735.5,51,3,13.5,0,1.3,1.3
06.06.19 18:00,112.87,0.56,20.1,735.1,79,0,16.3,0.3,1.3,1.3
06.06.19 21:00,116.9,0.59,18.6,736.5,90,1,17,0,1,1
07.06.19 00:00,115.45,0.57,17.6,734.7,93,1,16.4,0,1,1
07.06.19 03:00,117.13,0.59,17.1,734.8,93,1,16,0,1,1
07.06.19 06:00,115.86,0.58,17.2,735.7,89,1,15.3,1,1,1
07.06.19 09:00,115.25,0.57,23.7,736,47,2,11.7,0,0,0
07.06.19 12:00,114.14,0.57,27.3,736,34,2,10.1,0,0,0
07.06.19 15:00,117.13,0.6,29.3,735.4,33,2,11.6,0,0,0
07.06.19 18:00,121.45,0.61,25.6,735.7,45,1,12.8,0,0,0
07.06.19 21:00,123.63,0.62,19.3,736.4,74,1,14.5,0,0,0
08.06.19 00:00,124.3,0.61,18.3,736.3,77,0,14.2,0,0,0
08.06.19 03:00,122.9,0.63,17.8,735.3,87,1,15.6,0,0,0
08.06.19 06:00,124.18,0.61,17,736,88,0,14.9,0,0,0
08.06.19 09:00,120.02,0.6,25.4,736.5,61,1,17.2,0,0,0
08.06.19 12:00,123.19,0.61,29.5,736.2,31,4,10.4,0,0,0
08.06.19 15:00,125.86,0.62,28.5,736.3,33,4,10.5,0,0,0
08.06.19 18:00,122.91,0.62,26.5,736.7,35,1,9.8,0,0,0
08.06.19 21:00,120.78,0.6,21.3,737.2,57,0,12.5,0,0,0
09.06.19 00:00,122.3,0.62,17.2,736.3,74,0,12.4,0,0,0
09.06.19 03:00,125.79,0.63,15.4,736.5,78,0,11.6,0,0,0
09.06.19 06:00,123.98,0.6,16.4,737.2,76,0,12.1,0,0,0
09.06.19 09:00,121.16,0.62,26.4,737.1,47,3,14.2,0,0,0
09.06.19 12:00,127.67,0.64,30.7,736.9,27,4,9.6,0,0,0
09.06.19 15:00,127.29,0.63,31.7,736.3,26,4,9.7,0,0,0
09.06.19 18:00,122.75,0.61,29.7,735.9,25,4,7.9,0,0,0
09.06.19 21:00,119.54,0.59,23.4,736,40,2,8.9,0,0,0
10.06.19 00:00,120.87,0.61,20.7,736,44,2,8.1,0,0,0
10.06.19 03:00,124.68,0.63,16.8,735.6,59,2,8.6,0,0,0
10.06.19 06:00,121.48,0.61,18.5,736.4,55,2,9.3,0,0,0
10.06.19 09:00,119.89,0.59,26.5,736,34,5,9.3,0,0,0
10.06.19 12:00,116.9,0.58,29.6,735.2,28,5,9.2,0,0,0
10.06.19 15:00,115.25,0.58,31.4,734,24,4,8.7,0,0,0
10.06.19 18:00,119.03,0.6,31.1,733.4,26,4,9.4,0,0,0
10.06.19 21:00,118.68,0.59,24.6,733.9,45,1,11.7,0,0,0
11.06.19 00:00,116.43,0.59,21.7,733.5,52,2,11.3,0,0,0
11.06.19 03:00,116.75,0.57,16.2,732.8,76,1,12,0,0,0
11.06.19 06:00,117.09,0.59,18.4,732.8,73,2,13.4,0,0,0
11.06.19 09:00,117.13,0.6,24.6,732.3,53,3,14.3,0,0,0
11.06.19 12:00,119.95,0.6,28.9,731.7,41,3,14.4,0,0,0
11.06.19 15:00,120.68,0.59,31.1,730.6,34,2,13.4,0,0,0
11.06.19 18:00,120.67,0.61,31.3,730.1,32,2,12.9,0,0,0
11.06.19 21:00,121.89,0.61,25,730.3,47,2,12.9,0,0,0
12.06.19 00:00,123.86,0.62,19.9,730.1,66,0,13.4,0,0,0
12.06.19 03:00,128.65,0.63,16.8,730.3,76,0,12.5,0,0,0
12.06.19 06:00,122.88,0.62,19.4,730.7,61,1,11.6,0,0,0
12.06.19 09:00,118.17,0.56,25.7,730.3,48,1,14,0,0,0
12.06.19 12:00,105.73,0.52,29.6,730.3,37,3,13.6,0,0,0
12.06.19 15:00,100.59,0.51,28.5,729.7,41,2,14.1,0,0,0
12.06.19 18:00,106.05,0.53,28,729.8,39,1,12.7,0,0,0
12.06.19 21:00,116.05,0.62,24.1,730.3,52,2,13.6,0,0,0
13.06.19 00:00,127.92,0.65,19.3,730.3,77,1,15.1,0,0,0
13.06.19 03:00,132.21,0.65,17.2,729.7,84,0,14.4,0,0,0
13.06.19 06:00,131.03,0.67,18.3,730,81,1,15,0,0,0
13.06.19 09:00,130.78,0.64,26.1,730.7,37,1,10.4,0,0,0
13.06.19 12:00,128.05,0.63,31.1,730.6,27,3,9.7,0,0,0
13.06.19 15:00,124.4,0.63,30,730.3,37,3,13.6,0,0,0
13.06.19 18:00,126.3,0.62,21.3,731.8,70,4,15.5,0,0,0
13.06.19 21:00,126.21,0.63,19.3,732.4,73,1,14.4,0,0,0
14.06.19 00:00,121.25,0.59,18.9,732.2,75,1,14.4,0,0,0
14.06.19 03:00,117.03,0.58,17,732.4,82,0,13.8,0,0,0
14.06.19 06:00,116.78,0.59,17.6,732.9,83,2,14.7,0,0,0
14.06.19 09:00,115.7,0.57,25.5,733.7,47,2,13.5,0,0,0
14.06.19 12:00,115.82,0.59,31.3,733.6,27,4,10.2,0,0,0
14.06.19 15:00,120.71,0.6,33.8,732.8,16,4,4.8,0,0,0
14.06.19 18:00,117.29,0.59,29,733.3,41,4,14.4,0,0,0
