datetime,ur/h,usv/h,t,p0,humid,windspd,Td,rrr,mm24,mm48
28.07.19 00:00,113.41,0.57,19.3,729.5,82,1,16.1,0,0,0
28.07.19 03:00,110.65,0.55,18.8,729.1,87,2,16.6,0,0,0
28.07.19 06:00,113.06,0.57,17.6,729.4,89,2,15.7,0,0,0
28.07.19 09:00,113.22,0.55,24.4,729.4,57,3,15.3,0,0,0
28.07.19 12:00,110.27,0.56,27.2,728.8,40,3,12.6,0,0,0
28.07.19 15:00,108,0.55,29.4,728.2,31,3,10.7,0,0,0
28.07.19 18:00,114.14,0.57,28.1,728,38,2,12.6,0,0,0
28.07.19 21:00,110.9,0.56,22.2,729.3,62,1,14.5,0,0,0
29.07.19 00:00,115.89,0.58,18.5,729.5,80,0,14.9,0,0,0
29.07.19 03:00,113.64,0.56,16.1,729.2,88,1,14.1,0,0,0
29.07.19 06:00,112.08,0.56,16,729.4,88,2,14,0,0,0.5
29.07.19 09:00,114.91,0.56,26,729.1,55,1,16.2,0,0,0.5
29.07.19 12:00,112.49,0.58,29.2,728.4,33,1,11.1,0,0,0.5
29.07.19 15:00,113.03,0.56,31.9,727.3,23,2,8.6,0,0,0.5
29.07.19 18:00,114.05,0.56,30.9,727,31,0,12.1,0,0,0.5
29.07.19 21:00,111.54,0.57,21.9,727.6,65,0,14.9,0,0,0.5
30.07.19 00:00,114.24,0.57,20,727.6,77,1,15.8,0,0,0.5
30.07.19 03:00,116.37,0.57,17.4,727.3,88,1,15.4,0,0,0.5
30.07.19 06:00,112.59,0.56,17.1,727.3,89,1,15.2,0,0.5,0.5
30.07.19 09:00,111.89,0.56,26.2,727.3,55,1,16.4,0,0.5,0.5
30.07.19 12:00,105.06,0.52,32.8,726.6,29,2,12.5,0,0.5,0.5
30.07.19 15:00,105.76,0.52,?,725.8,?,?,?,0,0.5,0.5
30.07.19 18:00,100.3,0.51,31.9,725.8,34,0,14.1,0,0.5,0.5
30.07.19 21:00,105.25,0.53,25.3,726.4,54,1,15.2,0,0.5,0.5
31.07.19 00:00,104.46,0.53,20.3,726.4,84,1,17.4,0,0.5,0.5
31.07.19 03:00,108.81,0.53,18.9,726,90,1,17.2,0,0.5,0.5
31.07.19 06:00,99.16,0.48,19.6,725.8,83,0,16.7,0.5,0.5,0.5
31.07.19 09:00,100.68,0.51,25.7,726.4,58,2,16.7,0,0,0
31.07.19 12:00,97.63,0.48,28.7,726.1,40,3,13.7,0,0,0
31.07.19 15:00,101.57,0.52,29.8,726.3,35,3,12.8,0,0,0
31.07.19 18:00,109.29,0.54,24.2,727.8,51,3,13.3,0,0,0
31.07.19 21:00,107.54,0.56,21.9,728.1,65,3,14.9,0,0,0
01.08.19 00:00,114.97,0.56,21.9,728.1,65,3,14.9,0,0,0
01.08.19 03:00,110.65,0.56,18.7,728.5,83,1,15.7,0,0,0
01.08.19 06:00,113.48,0.56,19.2,729,81,1,15.8,0,0,0
01.08.19 09:00,113.47,0.57,26.6,729.4,51,2,15.6,0,0,0
01.08.19 12:00,113.19,0.56,26.6,729.4,53,3,16.2,0,0,0
01.08.19 15:00,107.57,0.56,27.1,729.4,57,2,17.9,0,0,0
01.08.19 18:00,114.08,0.55,25.1,729.9,58,1,16.3,0,0,0
01.08.19 21:00,114.33,0.58,23.2,730.5,60,0,15,0,0,0
02.08.19 00:00,114.2,0.57,21.7,730.5,61,2,13.8,0,0,0
02.08.19 03:00,114.65,0.56,19.5,729.9,59,2,11.3,0,0,0
02.08.19 06:00,107.06,0.53,18.8,729.7,66,2,12.2,0,0,0
02.08.19 09:00,108.3,0.54,23.5,729.3,63,0,16.1,0,0,0
02.08.19 12:00,108.02,0.55,27.4,728.8,46,2,14.7,0,0,0
02.08.19 15:00,110.84,0.54,27.2,728.7,46,1,14.6,0,0,0
02.08.19 18:00,104.71,0.52,24.4,729.4,46,2,11.9,0,0,0
02.08.19 21:00,102.62,0.49,22.2,730,54,2,12.5,0,0,0
03.08.19 00:00,93.7,0.48,20.5,730.1,67,1,14.1,0,0,0
03.08.19 03:00,96.43,0.48,17.5,729.7,79,0,13.8,0,0,0
03.08.19 06:00,101.16,0.5,16.5,730.4,78,2,12.6,0,0,0
03.08.19 09:00,100.87,0.52,20.6,730.7,58,2,12.1,0,0,0
03.08.19 12:00,108.87,0.55,24.6,730.4,41,2,10.5,0,0,0
03.08.19 15:00,111.06,0.57,27.3,729.4,30,2,8.3,0,0,0
03.08.19 18:00,116.2,0.58,26.7,729,33,1,9.2,0,0,0
03.08.19 21:00,117.38,0.58,22.8,729.4,45,1,10.3,0,0,0
04.08.19 00:00,118.65,0.6,18.1,728.8,69,1,12.3,0,0,0
04.08.19 03:00,118.59,0.59,17.9,727.9,66,2,11.5,0,0,0
04.08.19 06:00,124.75,0.63,16.5,727,69,1,10.8,0,0,0
04.08.19 09:00,119.76,0.6,26.2,725.9,46,5,13.5,0,0,0
04.08.19 12:00,114.97,0.57,29.2,724.3,33,5,11.4,0,0,0
04.08.19 15:00,117.06,0.58,30.7,722.6,33,4,12.8,0,0,0
04.08.19 18:00,113,0.57,29.6,722.2,37,2,13.5,0,0,0
04.08.19 21:00,116.65,0.58,27.4,722.5,42,1,13.3,0,0,0
05.08.19 00:00,116.43,0.58,22.8,723.7,56,1,13.6,0,0,0
05.08.19 03:00,118.3,0.61,19.3,725.5,61,6,11.5,0,0,0
05.08.19 06:00,120.84,0.61,17.4,728.5,63,8,10.2,0,0,0
05.08.19 09:00,119.54,0.59,20.1,729.4,48,7,8.6,0,0,0
05.08.19 12:00,117.92,0.6,24.7,730,31,5,6.4,0,0,0
05.08.19 15:00,121.1,0.6,25.5,730.3,32,2,7.7,0,0,0
05.08.19 18:00,118.21,0.6,23,731.2,37,1,7.6,0,0,0
05.08.19 21:00,122.68,0.62,19.9,732.8,52,2,9.6,0,0,0
06.08.19 00:00,121.32,0.61,18.5,733.7,54,2,9,0,0,0
06.08.19 03:00,128.71,0.65,16.7,734.3,66,1,10.3,0,0,0
06.08.19 06:00,119.99,0.55,15.5,734.8,74,1,10.9,0,0,0
06.08.19 09:00,104.71,0.55,22.9,735.1,40,1,8.4,0,0,0
06.08.19 12:00,116.56,0.59,25.6,734.5,31,2,7.3,0,0,0
06.08.19 15:00,117.35,0.57,27,734.1,24,1,5,0,0,0
06.08.19 18:00,104.3,0.54,27.3,734.2,26,1,5.9,0,0,0
06.08.19 21:00,114.4,0.57,21.1,735.2,45,0,8.7,0,0,0
07.08.19 00:00,113.81,0.57,18.2,735.4,60,1,10.2,0,0,0
07.08.19 03:00,112.05,0.55,14.3,735.9,72,0,9.3,0,0,0
07.08.19 06:00,108.71,0.54,13.3,736.5,80,1,9.9,0,0,0
07.08.19 09:00,106.65,0.52,22.7,736.4,39,1,8.1,0,0,0
07.08.19 12:00,97.83,0.51,28.4,735.6,27,3,7.9,0,0,0
07.08.19 15:00,106.52,0.53,29.2,734.7,24,2,6.9,0,0,0
07.08.19 18:00,111.45,0.55,27.3,735.1,25,2,5.5,0,0,0
07.08.19 21:00,111.6,0.56,20.7,736,48,1,9.2,0,0,0
08.08.19 00:00,111.16,0.56,16.4,736,70,1,10.8,0,0,0
08.08.19 03:00,116.27,0.58,13.3,736.6,81,1,10,0,0,0
08.08.19 06:00,112.91,0.56,12.3,736.9,83,0,9.5,0,0,0
08.08.19 09:00,113.54,0.57,24.3,736.9,49,3,12.9,0,0,0
08.08.19 12:00,115.16,0.58,28.6,735.4,24,5,6,0,0,0
08.08.19 15:00,114.97,0.56,30.1,734.1,27,4,9.2,0,0,0
08.08.19 18:00,111.54,0.58,28.9,733.7,25,3,7.2,0,0,0
08.08.19 21:00,116.62,0.57,22.6,734.2,43,2,9.4,0,0,0
09.08.19 00:00,114.56,0.58,20.5,734.3,49,2,9.5,0,0,0
09.08.19 03:00,113.92,0.57,15.9,733.8,68,1,9.9,0,0,0
09.08.19 06:00,111.92,0.55,14.1,734,78,0,10.3,0,0,10
09.08.19 09:00,111.41,0.57,24.5,733.3,44,1,11.5,0,0,10
09.08.19 12:00,114.94,0.57,29.4,732.5,32,1,11.1,0,0,10
09.08.19 15:00,113.06,0.55,32.1,730.8,25,1,9.5,0,0,10
09.08.19 18:00,110.21,0.57,31.4,730,28,1,10.8,0,0,10
09.08.19 21:00,111.19,0.55,25.1,730.3,47,1,13,0,0,10
10.08.19 00:00,109.38,0.55,21.4,730,48,1,9.9,0,0,10
10.08.19 03:00,111.24,0.56,18.1,729.9,75,0,13.6,0,0,10
10.08.19 06:00,107.57,0.53,18.2,730.3,74,1,13.4,0,10,10
10.08.19 09:00,108.9,0.56,28.2,730.4,37,3,12.2,0,10,10
10.08.19 12:00,110.62,0.54,32.6,729.7,23,2,8.8,0,10,10
10.08.19 15:00,107.92,0.55,32.7,729.2,22,2,8.3,0,10,10
10.08.19 18:00,111.95,0.56,27.4,730.2,41,2,13.1,0,10,10
10.08.19 21:00,111,0.56,19.3,733.2,92,1,17.9,0,10,10
11.08.19 00:00,115.44,0.58,18.9,733.1,87,3,16.6,0,10,10
11.08.19 03:00,111.89,0.55,18.8,733.6,86,2,16.4,0,10,10
11.08.19 06:00,111.44,0.56,17.7,734.5,91,1,16.2,10,10,10
11.08.19 09:00,113.6,0.58,23.5,734.5,59,3,14.9,0,0,0
11.08.19 12:00,114.9,0.57,26.9,734.3,39,2,11.7,0,0,0
11.08.19 15:00,112.4,0.56,28.5,734.1,27,4,7.9,0,0,0
11.08.19 18:00,111.03,0.57,26.8,734.3,31,2,8.3,0,0,0
11.08.19 21:00,115.22,0.58,19.6,735.7,53,1,9.6,0,0,0
12.08.19 00:00,120.91,0.6,15,736.3,76,0,10.8,0,0,0
12.08.19 03:00,113.48,0.55,13.2,736.1,83,0,10.4,0,0,0
12.08.19 06:00,110.65,0.56,12.2,736.5,90,1,10.6,0,0,0
12.08.19 09:00,111.03,0.55,23,736.3,48,2,11.3,0,0,0
12.08.19 12:00,109.76,0.54,27.7,735.4,24,2,5.5,0,0,0
12.08.19 15:00,108.3,0.54,30.4,734.6,19,2,3.9,0,0,0
12.08.19 18:00,100.4,0.51,28.7,734.7,25,1,6.6,0,0,0
12.08.19 21:00,110.21,0.55,21.4,735.9,50,1,10.6,0,0,0
13.08.19 00:00,110.65,0.55,17.1,736.3,72,1,12,0,0,0
13.08.19 03:00,111.95,0.56,14.3,736.6,84,1,11.6,0,0,0
13.08.19 06:00,112.1,0.55,13.1,736.8,90,0,11.5,0,0,0
13.08.19 09:00,114.2,0.58,24.3,737,34,2,7.2,0,0,0
13.08.19 12:00,116.49,0.58,28.6,736,26,3,7.4,0,0,0
13.08.19 15:00,116.43,0.58,30.5,735.1,23,2,6.9,0,0,0
13.08.19 18:00,117.54,0.59,28.6,734.7,24,3,6.1,0,0,0
13.08.19 21:00,118.74,0.6,20.6,736,39,1,6.2,0,0,0
14.08.19 00:00,119.22,0.61,16.3,735.5,45,1,4.4,0,0,0
14.08.19 03:00,122.08,0.6,13.8,735.3,57,1,5.3,0,0,0
14.08.19 06:00,122.56,0.61,16.5,735.6,43,2,3.7,0,0,0
14.08.19 09:00,119.92,0.61,25.2,735,23,5,2.8,0,0,0
14.08.19 12:00,122.75,0.61,29.7,733.9,20,5,4.1,0,0,0
14.08.19 15:00,120.65,0.61,31.5,732.7,16,6,2.8,0,0,0
14.08.19 18:00,121.57,0.61,29.6,732.4,16,6,1.3,0,0,0
14.08.19 21:00,120.18,0.6,23.7,732.9,20,4,-0.7,0,0,0
15.08.19 00:00,120.14,0.6,18.6,732.6,42,2,5.3,0,0,0
15.08.19 03:00,119.57,0.6,16.2,732.1,55,3,7.1,0,0,0
15.08.19 06:00,115.19,0.57,15.1,731.8,62,2,7.8,0,0,0
15.08.19 09:00,114.3,0.59,24.9,731.6,39,5,10,0,0,0
15.08.19 12:00,115.57,0.57,30.6,731.2,25,6,8.5,0,0,0
15.08.19 15:00,118.68,0.6,32.5,730,25,6,9.9,0,0,0
15.08.19 18:00,120.84,0.6,30.2,729.4,28,7,9.8,0,0,3
15.08.19 21:00,116.05,0.58,24.1,730.5,40,3,9.6,0,0,3
16.08.19 00:00,114.17,0.57,19.9,730.4,54,2,10.4,0,0,3
16.08.19 03:00,114.02,0.56,18.9,730.1,77,2,14.8,0,0,3
16.08.19 06:00,109.76,0.54,19.9,730.4,77,2,15.7,0,0,3
16.08.19 09:00,98.48,0.48,24.7,730,62,2,17,0,0,3
16.08.19 12:00,101,0.51,29.8,728.9,46,3,17.1,0,0,3
16.08.19 15:00,97.48,0.49,31.4,727.8,40,3,16.4,0,0,3
16.08.19 18:00,98.05,0.51,29.4,727.9,47,1,16.8,0,3,3
16.08.19 21:00,101.03,0.52,26,728.2,58,1,17.1,0,3,3
17.08.19 00:00,104.62,0.5,23.7,728.6,67,1,17.2,0,3,3
17.08.19 03:00,97.03,0.49,22,728.2,70,1,16.3,0,3,3
17.08.19 06:00,100.46,0.49,19.9,728.6,80,1,16.3,0,3,3
17.08.19 09:00,99.03,0.49,23.6,729.5,71,3,18.1,0,3,3
17.08.19 12:00,97.25,0.49,25,730.2,72,2,19.6,0,3,3
17.08.19 15:00,96.3,0.49,27,730.4,64,1,19.6,0,3,3
17.08.19 18:00,97.03,0.48,23.7,730.1,74,2,18.7,3,3,3
17.08.19 21:00,95,0.47,22.2,731.2,83,0,19.2,0,0,0
18.08.19 00:00,97.03,0.48,20,730.6,92,0,18.6,0,0,0
18.08.19 03:00,94.75,0.48,19.1,730,93,0,17.9,0,0,0
18.08.19 06:00,94.49,0.47,19.8,729.7,92,1,18.4,0,0,0
18.08.19 09:00,94.24,0.47,24.9,729.8,69,1,18.7,0,0,0
18.08.19 12:00,95.92,0.48,27.4,733.9,58,1,18.5,0,0,0
18.08.19 15:00,92.91,0.46,29.7,729.4,52,2,18.7,0,0,0
18.08.19 18:00,96.21,0.5,28.1,729.7,56,4,18.6,0,0,0
18.08.19 21:00,95.92,0.47,25.4,730.8,66,3,18.5,0,0,0
19.08.19 00:00,99.09,0.5,23.9,731.6,72,4,18.5,0,0,0
19.08.19 03:00,98.46,0.49,21.4,732.3,84,1,18.5,0,0,0
19.08.19 06:00,102.21,0.52,19.8,733.2,91,1,18.2,0,0,0
19.08.19 09:00,104.71,0.53,27,733.7,55,3,17.2,0,0,0
