datetime,t,p0,humid,windspd,Td,rrr,mm24,mm48
19.01.2020 09:00,-4.9,685.3,80,4,-7.9,0,0,0
19.01.2020 12:00,-4.4,684.7,81,4,-7.2,0,0,0
19.01.2020 15:00,-4.0,684.4,77,5,-7.5,0,0,0
19.01.2020 18:00,-5.2,685.1,83,4,-7.7,0,0,0
19.01.2020 21:00,-5.8,685.5,79,2,-8.9,0,0,0
20.01.2020 00:00,-8.4,685.5,84,1,-10.7,0,0,0
20.01.2020 03:00,-11.7,685.9,90,1,-13.0,0,0,0
20.01.2020 06:00,-11.7,686.0,79,2,-14.6,0,0,0
20.01.2020 09:00,-10.1,686.4,81,1,-12.8,0,0,0
20.01.2020 12:00,-0.3,685.9,36,1,-13.8,0,0,0
20.01.2020 15:00,1.8,685.5,44,1,-9.2,0,0,0
20.01.2020 18:00,-5.1,686.2,61,3,-11.5,0,0,0
20.01.2020 21:00,-7.5,686.3,65,2,-13.1,0,0,0
21.01.2020 00:00,-7.9,686.5,61,1,-14.1,0,0,0
21.01.2020 03:00,-9.3,686.1,66,2,-14.5,0,0,0
21.01.2020 06:00,-8.9,685.7,65,2,-14.4,0,0,0
21.01.2020 09:00,-7.7,686.0,62,1,-13.8,0,0,0
21.01.2020 12:00,-0.3,685.3,50,1,-9.7,0,0,0
21.01.2020 15:00,2.0,684.7,48,1,-8.0,0,0,0
21.01.2020 18:00,-1.6,685.3,46,1,-11.7,0,0,0
21.01.2020 21:00,-5.6,684.4,64,2,-11.4,0,0,3
22.01.2020 00:00,-6.8,683.8,66,2,-12.2,0,0,3
22.01.2020 03:00,-4.3,682.5,59,2,-11.1,0,0,3
22.01.2020 06:00,-1.2,681.2,52,2,-9.8,0,0,3
22.01.2020 09:00,3.4,680.5,51,1,-5.8,0,0,6
22.01.2020 12:00,6.2,679.6,51,1,-3.3,0,0,6
22.01.2020 15:00,8.9,678.1,46,2,-2.1,0,0,6
22.01.2020 18:00,3.8,677.0,61,1,-3.1,0,0,6
22.01.2020 21:00,-1.5,675.7,77,1,-5.0,0,3,6.6
23.01.2020 00:00,-0.8,673.9,64,1,-6.8,0,3,6.6
23.01.2020 03:00,0.8,673.0,55,1,-7.3,0,3,6.6
23.01.2020 06:00,-1.4,672.6,76,1,-5.1,0,3,6.6
23.01.2020 09:00,-0.8,673.0,71,1,-5.4,0,6,6.6
23.01.2020 12:00,2.1,672.8,64,2,-4.1,0,6,6.6
23.01.2020 15:00,-1.9,673.6,84,2,-4.3,0,6,6.6
23.01.2020 18:00,-3.2,675.3,92,1,-4.4,3,6,6.6
23.01.2020 21:00,-4.2,677.5,89,3,-5.8,0,3.6,3.6
24.01.2020 00:00,-5.3,679.0,93,1,-6.3,0,3.6,3.6
24.01.2020 03:00,-7.1,679.3,80,2,-10.0,0,3.6,3.6
24.01.2020 06:00,-7.9,680.0,73,1,-12.0,3,3.6,3.6
24.01.2020 09:00,-6.6,682.1,70,3,-11.2,0,0.6,0.6
24.01.2020 12:00,-6.4,683.5,71,2,-10.8,0,0.6,0.6
24.01.2020 15:00,-4.3,683.7,45,2,-14.5,0,0.6,0.6
24.01.2020 18:00,-10.0,684.7,66,1,-15.3,0.6,0.6,0.6
24.01.2020 21:00,-12.2,685.0,63,2,-17.8,0,0,0
25.01.2020 00:00,-12.2,685.0,66,2,-17.4,0,0,0
25.01.2020 03:00,-6.4,683.9,50,2,-15.2,0,0,0
25.01.2020 06:00,-4.2,682.7,57,3,-11.5,0,0,0
25.01.2020 09:00,0.9,682.6,48,1,-8.9,0,0,0.4
25.01.2020 12:00,9.1,681.8,31,1,-7.3,0,0,0.4
25.01.2020 15:00,7.7,681.4,27,1,-10.3,0,0,0.4
25.01.2020 18:00,4.7,680.3,50,0,-5.0,0,0,0.4
25.01.2020 21:00,-0.7,680.3,72,2,-5.1,0,0,0.4
26.01.2020 00:00,-2.9,680.2,75,2,-6.8,0,0,0.4
26.01.2020 03:00,-3.7,680.0,72,2,-8.0,0,0,0.4
26.01.2020 06:00,-3.3,679.9,63,2,-9.4,0,0,0.4
26.01.2020 09:00,-0.2,681.0,48,2,-10.0,0,0.4,0.4
26.01.2020 12:00,6.6,682.0,28,3,-10.7,0,0.4,0.4
26.01.2020 15:00,4.8,682.4,44,2,-6.5,0,0.4,0.4
26.01.2020 18:00,1.1,684.3,74,1,-3.0,0,0.4,0.4
26.01.2020 21:00,0.2,685.1,90,1,-1.2,0,0.4,0.4
27.01.2020 00:00,0.0,685.0,92,1,-1.1,0,0.4,0.4
27.01.2020 03:00,-0.4,685.0,95,1,-1.1,0,0.4,0.4
27.01.2020 06:00,-1.9,684.7,94,1,-2.7,0.4,0.4,0.4
27.01.2020 09:00,-0.1,685.0,86,1,-2.2,0,0,0
27.01.2020 12:00,7.3,684.2,52,1,-2.0,0,0,0
27.01.2020 15:00,7.5,683.8,44,2,-4.1,0,0,0
27.01.2020 18:00,0.8,684.1,67,2,-4.7,0,0,0
27.01.2020 21:00,-0.4,683.8,76,3,-4.1,0,0,0
28.01.2020 00:00,-2.2,682.9,77,1,-5.7,0,0,0
28.01.2020 03:00,-2.9,681.5,84,1,-5.3,0,0,0
28.01.2020 06:00,-1.7,681.0,77,1,-5.2,0,0,0
28.01.2020 09:00,-0.7,680.9,75,0,-4.6,0,0,0
28.01.2020 12:00,4.6,680.2,54,1,-4.0,0,0,0
28.01.2020 15:00,6.1,679.0,53,3,-2.8,0,0,0
28.01.2020 18:00,3.2,678.9,67,2,-2.5,0,0,0
28.01.2020 21:00,0.1,678.4,76,1,-3.6,0,0,0
29.01.2020 00:00,0.3,677.7,68,1,-4.9,0,0,0
29.01.2020 03:00,1.4,677.1,63,2,-4.9,0,0,0
29.01.2020 06:00,1.8,676.9,65,1,-4.2,0,0,0
29.01.2020 09:00,2.7,677.7,63,0,-3.7,0,0,0.5
29.01.2020 12:00,6.5,677.8,55,1,-2.1,0,0,0.5
29.01.2020 15:00,6.7,678.1,58,1,-1.1,0,0,0.5
29.01.2020 18:00,3.0,678.5,75,1,-1.1,0,0,0.5
29.01.2020 21:00,1.3,678.5,79,3,-2.0,0,0,0.7
30.01.2020 00:00,2.2,677.8,75,1,-1.9,0,0,0.7
30.01.2020 03:00,0.0,677.4,76,1,-3.8,0,0,0.7
30.01.2020 06:00,-0.2,677.2,75,0,-4.1,0,0,0.7
30.01.2020 09:00,2.1,677.4,61,1,-4.7,0,0.5,0.7
30.01.2020 12:00,10.0,676.6,35,1,-5.0,0,0.5,0.7
30.01.2020 15:00,4.5,675.4,69,2,-0.7,0,0.5,0.7
30.01.2020 18:00,1.8,674.9,87,1,-0.1,0,0.5,0.7
30.01.2020 21:00,1.5,674.8,88,1,-0.3,0,0.7,0.7
31.01.2020 00:00,0.7,674.3,95,0,0.0,0,0.7,0.7
31.01.2020 03:00,-0.1,674.1,96,2,-0.7,0,0.7,0.7
31.01.2020 06:00,-0.6,673.8,97,0,-1.0,0.5,0.7,0.7
31.01.2020 09:00,-0.7,673.7,97,0,-1.1,0,0.2,0.2
31.01.2020 12:00,-0.4,673.9,95,1,-1.1,0,0.2,0.2
31.01.2020 15:00,-1.0,674.7,85,1,-3.2,0,0.2,0.2
31.01.2020 18:00,-2.1,675.8,88,1,-3.9,0.2,0.2,0.2
31.01.2020 21:00,-2.3,676.6,90,0,-3.7,0,0,0
01.02.2020 00:00,-2.3,676.6,92,1,-3.4,0,0,0
01.02.2020 03:00,-2.6,676.9,85,0,-4.8,0,0,0
01.02.2020 06:00,-3.3,677.1,88,1,-5.1,0,0,0
01.02.2020 09:00,-3.9,677.5,88,1,-5.6,0,0,0
01.02.2020 12:00,1.8,677.2,57,1,-5.8,0,0,0
01.02.2020 15:00,3.8,677.2,53,1,-5.1,0,0,0
01.02.2020 18:00,-1.9,678.1,73,2,-6.1,0,0,0
01.02.2020 21:00,-4.3,678.9,79,2,-7.4,0,0,0
02.02.2020 00:00,-5.4,679.0,80,3,-8.3,0,0,0
02.02.2020 03:00,-3.1,678.9,70,1,-7.8,0,0,0
02.02.2020 06:00,-1.2,679.1,69,2,-6.2,0,0,0
02.02.2020 09:00,1.3,679.9,57,2,-6.3,0,0,0
02.02.2020 12:00,8.1,679.6,32,1,-7.7,0,0,0
02.02.2020 15:00,8.3,679.1,34,2,-6.8,0,0,0
02.02.2020 18:00,4.8,679.2,44,3,-6.5,0,0,0
02.02.2020 21:00,2.4,679.2,59,2,-4.8,0,0,5
03.02.2020 00:00,3.1,678.3,63,2,-3.3,0,0,5
03.02.2020 03:00,4.4,676.9,57,2,-3.4,0,0,5
03.02.2020 06:00,6.7,675.1,38,1,-6.6,0,0,5
03.02.2020 09:00,5.1,675.9,48,2,-5.0,0,0,5
03.02.2020 12:00,11.3,674.5,34,1,-4.3,0,0,5
03.02.2020 15:00,10.1,673.4,39,3,-3.4,0,0,5
03.02.2020 18:00,6.4,673.4,57,1,-1.6,0,0,5
03.02.2020 21:00,6.3,671.3,56,3,-2.0,0,5,5
04.02.2020 00:00,6.3,668.3,56,1,-2.0,0,5,5
04.02.2020 03:00,2.0,668.2,63,2,-4.3,0,5,5
04.02.2020 06:00,2.3,667.7,70,1,-2.6,0,5,5
04.02.2020 09:00,0.2,670.7,94,2,-0.6,0,5,5
04.02.2020 12:00,-0.7,671.9,88,5,-2.5,0,5,5
04.02.2020 15:00,-1.0,673.1,86,2,-3.0,0,5,5
04.02.2020 18:00,-1.8,674.8,89,2,-3.4,5,5,5
04.02.2020 21:00,-4.8,675.4,89,2,-6.4,0,0,0
05.02.2020 00:00,-6.0,675.4,84,2,-8.3,0,0,0
05.02.2020 03:00,-8.1,675.6,89,0,-9.6,0,0,0
05.02.2020 06:00,-7.6,674.5,93,0,-8.6,0,0,0
05.02.2020 09:00,-4.0,674.0,77,1,-7.4,0,0,0
05.02.2020 12:00,2.8,672.7,55,1,-5.4,0,0,0
05.02.2020 15:00,3.0,672.1,61,1,-3.8,0,0,0
05.02.2020 18:00,0.9,672.4,72,1,-3.7,0,0,0
05.02.2020 21:00,0.6,672.2,69,2,-4.5,0,0,1
06.02.2020 00:00,2.1,672.4,67,2,-3.4,0,0,1
06.02.2020 03:00,4.1,672.7,55,1,-4.3,0,0,1
06.02.2020 06:00,5.7,672.8,52,3,-3.6,0,0,1
06.02.2020 09:00,5.9,673.3,56,2,-2.3,0,0,1.6
06.02.2020 12:00,13.8,672.6,40,1,0.3,0,0,1.6
06.02.2020 15:00,14.0,671.5,37,2,-0.5,0,0,1.6
06.02.2020 18:00,7.8,672.1,56,1,-0.5,0,0,1.6
06.02.2020 21:00,4.0,672.0,72,1,-0.6,0,1,5.6
07.02.2020 00:00,2.0,671.4,81,2,-0.9,0,1,5.6
07.02.2020 03:00,2.8,670.3,79,1,-0.6,0,1,5.6
07.02.2020 06:00,2.3,670.3,93,1,1.3,0,1,5.6
07.02.2020 09:00,2.7,670.6,96,0,2.1,0,1.6,6.6
07.02.2020 12:00,3.3,670.3,95,1,2.5,0,1.6,6.6
07.02.2020 15:00,2.8,670.6,91,1,1.4,0,1.6,6.6
07.02.2020 18:00,-1.2,671.7,96,1,-1.8,1,1.6,6.6
07.02.2020 21:00,-2.1,672.1,94,1,-2.9,0,4.6,5.6
08.02.2020 00:00,-3.3,671.9,81,1,-6.1,0,4.6,5.6
08.02.2020 03:00,-3.1,671.6,79,1,-6.3,0,4.6,5.6
08.02.2020 06:00,-3.2,671.2,82,2,-5.9,0.6,4.6,5.6
08.02.2020 09:00,-5.5,673.4,87,1,-7.4,0,5,5
08.02.2020 12:00,-6.5,674.9,70,2,-11.2,0,5,5
08.02.2020 15:00,-8.3,676.4,69,1,-13.0,0,5,5
08.02.2020 18:00,-9.6,677.3,79,1,-12.6,4,5,5
08.02.2020 21:00,-11.1,678.8,83,1,-13.4,0,1,1
09.02.2020 00:00,-12.5,679.0,86,0,-14.4,0,1,1
09.02.2020 03:00,-13.4,679.5,81,1,-16.0,0,1,1
09.02.2020 06:00,-13.7,680.0,83,0,-16.0,1,1,1
09.02.2020 09:00,-12.5,681.3,71,0,-16.7,0,0,0
09.02.2020 12:00,-8.8,682.2,47,2,-18.1,0,0,0
09.02.2020 15:00,-9.1,682.6,58,2,-15.9,0,0,0
09.02.2020 18:00,-12.7,684.4,73,4,-16.6,0,0,0
09.02.2020 21:00,-13.6,686.1,80,3,-16.4,0,0,0
10.02.2020 00:00,-15.0,686.5,83,1,-17.3,0,0,0
10.02.2020 03:00,-15.4,686.5,84,1,-17.5,0,0,0
10.02.2020 06:00,-15.7,686.8,84,1,-17.8,0,0,0
10.02.2020 09:00,-10.5,687.0,68,0,-15.4,0,0,0
10.02.2020 12:00,-5.8,686.2,44,1,-16.1,0,0,0
10.02.2020 15:00,-2.1,685.0,28,2,-18.4,0,0,0
10.02.2020 18:00,-8.0,685.0,51,2,-16.5,0,0,0
10.02.2020 21:00,-11.9,684.7,67,3,-16.9,0,0,0
11.02.2020 00:00,-12.6,682.9,67,2,-17.5,0,0,0
11.02.2020 03:00,-13.0,681.5,71,2,-17.2,0,0,0
11.02.2020 06:00,-12.6,680.3,67,1,-17.6,0,0,0
11.02.2020 09:00,-7.9,678.4,48,1,-17.1,0,0,0
11.02.2020 12:00,-0.1,676.6,29,1,-16.2,0,0,0
11.02.2020 15:00,0.9,674.5,32,3,-13.9,0,0,0
11.02.2020 18:00,-4.3,674.8,55,2,-12.1,0,0,0
11.02.2020 21:00,-7.9,674.5,55,2,-15.5,0,0,2
12.02.2020 00:00,-9.1,674.0,56,2,-16.4,0,0,2
12.02.2020 03:00,-7.1,674.1,49,3,-16.1,0,0,2
12.02.2020 06:00,-4.8,672.8,46,1,-14.8,0,0,2
12.02.2020 09:00,-1.8,673.2,48,1,-11.5,0,0,2.5
12.02.2020 12:00,4.6,671.1,29,2,-11.9,0,0,2.5
12.02.2020 15:00,3.7,673.5,41,1,-8.4,0,0,2.5
12.02.2020 18:00,-1.7,675.3,66,1,-7.3,0,0,2.5
12.02.2020 21:00,-4.0,676.2,69,2,-9.0,0,2,2.5
13.02.2020 00:00,-5.3,677.2,79,1,-8.4,0,2,2.5
13.02.2020 03:00,-4.8,677.2,83,2,-7.3,0,2,2.5
13.02.2020 06:00,-7.0,678.2,77,3,-10.4,0,2,2.5
13.02.2020 09:00,-3.3,679.0,66,2,-8.9,0,2.5,2.5
13.02.2020 12:00,1.5,679.1,46,1,-9.0,0,2.5,2.5
13.02.2020 15:00,0.3,679.6,66,1,-5.3,0,2.5,2.5
13.02.2020 18:00,-3.0,681.4,93,1,-4.0,2,2.5,2.5
13.02.2020 21:00,-2.9,682.0,90,1,-4.4,0,0.5,0.5
14.02.2020 00:00,-2.9,682.3,72,3,-7.3,0,0.5,0.5
14.02.2020 03:00,-7.1,683.4,83,2,-9.5,0,0.5,0.5
14.02.2020 06:00,-5.5,684.5,66,2,-10.9,0.5,0.5,0.5
14.02.2020 09:00,-1.5,685.8,55,4,-9.4,0,0,0
14.02.2020 12:00,1.4,686.2,41,3,-10.4,0,0,0
14.02.2020 15:00,2.2,686.8,53,2,-6.5,0,0,0
14.02.2020 18:00,-1.5,687.6,65,1,-7.4,0,0,0
14.02.2020 21:00,-4.5,688.4,68,2,-9.5,0,0,0
15.02.2020 00:00,-6.6,688.0,68,2,-11.6,0,0,0
15.02.2020 03:00,-7.8,686.9,76,1,-11.3,0,0,0
15.02.2020 06:00,-3.7,685.4,49,3,-12.9,0,0,0
15.02.2020 09:00,-2.7,685.3,46,4,-12.9,0,0,0
15.02.2020 12:00,0.8,684.5,47,4,-9.3,0,0,0
15.02.2020 15:00,2.1,684.8,45,4,-8.6,0,0,0
15.02.2020 18:00,-1.9,685.0,63,5,-8.0,0,0,0
15.02.2020 21:00,-3.7,685.6,75,3,-7.6,0,0,0
16.02.2020 00:00,-6.3,685.7,76,1,-9.9,0,0,0
16.02.2020 03:00,-4.6,686.0,74,2,-8.5,0,0,0
16.02.2020 06:00,-6.1,686.9,80,3,-9.1,0,0,0
16.02.2020 09:00,-2.1,688.3,67,1,-7.4,0,0,0
16.02.2020 12:00,0.2,688.3,59,5,-6.9,0,0,0
16.02.2020 15:00,0.6,688.1,59,4,-6.5,0,0,0
16.02.2020 18:00,-2.0,689.3,74,3,-6.0,0,0,0
16.02.2020 21:00,-2.3,689.7,75,5,-6.1,0,0,0
17.02.2020 00:00,-2.7,689.3,78,3,-6.0,0,0,0
17.02.2020 03:00,-3.5,689.2,76,2,-7.1,0,0,0
17.02.2020 06:00,-3.9,688.8,75,2,-7.8,0,0,0
17.02.2020 09:00,-2.3,688.9,65,3,-8.0,0,0,0
17.02.2020 12:00,-0.1,688.8,63,5,-6.3,0,0,0
17.02.2020 15:00,2.2,688.1,59,6,-5.1,0,0,0
17.02.2020 18:00,-1.2,688.0,79,5,-4.4,0,0,0
17.02.2020 21:00,-3.5,688.5,78,2,-6.9,0,0,0
18.02.2020 00:00,-5.0,688.0,73,2,-9.1,0,0,0
18.02.2020 03:00,-6.2,687.4,71,2,-10.7,0,0,0
18.02.2020 06:00,-5.8,686.7,65,2,-11.4,0,0,0
18.02.2020 09:00,0.6,687.0,44,0,-10.3,0,0,0
18.02.2020 12:00,8.4,686.2,25,1,-10.5,0,0,0
18.02.2020 15:00,11.0,684.7,24,2,-8.8,0,0,0
18.02.2020 18:00,2.7,684.5,59,2,-4.7,0,0,0
18.02.2020 21:00,-1.4,684.1,70,2,-6.3,0,0,0
19.02.2020 00:00,-0.7,683.4,59,2,-7.9,0,0,0
19.02.2020 03:00,-0.3,682.9,54,2,-8.5,0,0,0
19.02.2020 06:00,1.2,683.0,46,2,-9.4,0,0,0
19.02.2020 09:00,5.1,682.8,37,0,-8.5,0,0,0
19.02.2020 12:00,12.3,681.6,26,3,-6.9,0,0,0
19.02.2020 15:00,12.5,679.9,31,4,-4.5,0,0,0
19.02.2020 18:00,8.0,680.2,44,4,-3.5,0,0,0
19.02.2020 21:00,3.1,680.2,60,2,-3.9,0,0,0
20.02.2020 00:00,0.7,679.9,70,1,-4.2,0,0,0
20.02.2020 03:00,0.8,679.2,63,2,-5.5,0,0,0
20.02.2020 06:00,-1.2,679.3,70,2,-6.0,0,0,0
20.02.2020 09:00,4.4,679.7,52,1,-4.8,0,0,0
20.02.2020 12:00,11.8,678.7,27,2,-6.7,0,0,0
20.02.2020 15:00,10.6,678.1,36,1,-4.0,0,0,0
20.02.2020 18:00,5.8,678.7,51,4,-3.6,0,0,0
20.02.2020 21:00,3.6,679.1,68,4,-1.9,0,0,0
21.02.2020 00:00,0.9,679.0,80,2,-2.2,0,0,0
21.02.2020 03:00,-0.5,678.6,80,1,-3.5,0,0,0
21.02.2020 06:00,-0.7,678.8,79,1,-4.0,0,0,0
21.02.2020 09:00,2.7,679.7,70,0,-2.3,0,0,0
21.02.2020 12:00,7.2,679.1,59,1,-0.4,0,0,0
21.02.2020 15:00,7.1,678.7,61,2,-0.1,0,0,0
21.02.2020 18:00,0.6,679.5,87,0,-1.3,0,0,0
21.02.2020 21:00,-1.2,680.4,94,0,-2.0,0,0,0.4
22.02.2020 00:00,-2.9,680.2,96,1,-3.4,0,0,0.4
22.02.2020 03:00,-2.5,680.1,86,2,-4.5,0,0,0.4
22.02.2020 06:00,-1.9,680.2,77,1,-5.5,0,0,0.4
22.02.2020 09:00,3.8,680.6,55,0,-4.4,0,0,0.7
22.02.2020 12:00,7.4,680.1,55,1,-1.2,0,0,0.7
22.02.2020 15:00,6.0,680.2,64,1,-0.3,0,0,0.7
22.02.2020 18:00,0.6,681.4,88,1,-1.2,0,0,0.7
22.02.2020 21:00,-1.2,682.3,95,1,-1.9,0,0.4,0.7
23.02.2020 00:00,-0.9,682.6,90,1,-2.4,0,0.4,0.7
23.02.2020 03:00,1.5,682.7,84,1,-1.0,0,0.4,0.7
23.02.2020 06:00,2.8,683.1,81,1,-0.2,0,0.4,0.7
23.02.2020 09:00,4.1,683.0,75,0,0.1,0,0.7,2.7
23.02.2020 12:00,6.3,682.7,64,1,0.0,0,0.7,2.7
23.02.2020 15:00,2.5,682.7,95,1,1.7,0,0.7,2.7
23.02.2020 18:00,1.7,682.5,96,0,1.1,0.4,0.7,2.7
23.02.2020 21:00,1.4,682.2,97,1,0.9,0,0.3,3
24.02.2020 00:00,0.3,680.0,97,1,-0.1,0,0.3,3
24.02.2020 03:00,-0.1,678.9,97,1,-0.5,0,0.3,3
24.02.2020 06:00,-0.6,677.8,97,1,-1.0,0.3,0.3,3
24.02.2020 09:00,1.0,676.8,91,1,-0.3,0,2,2.7
24.02.2020 12:00,3.2,673.9,74,1,-1.0,0,2,2.7
24.02.2020 15:00,4.0,671.6,78,1,0.5,0,2,2.7
24.02.2020 18:00,3.5,670.3,76,1,-0.3,0,2,2.7
24.02.2020 21:00,2.3,668.9,69,1,-2.9,0,2.7,2.7
25.02.2020 00:00,2.0,669.2,57,0,-5.8,0,2.7,2.7
25.02.2020 03:00,0.8,671.0,90,1,-0.7,0,2.7,2.7
25.02.2020 06:00,-0.9,673.0,95,1,-1.6,2,2.7,2.7
25.02.2020 09:00,-0.4,675.4,66,4,-6.0,0,0.7,0.7
25.02.2020 12:00,4.7,675.7,40,2,-7.9,0,0.7,0.7
25.02.2020 15:00,3.6,676.3,47,3,-6.8,0,0.7,0.7
25.02.2020 18:00,1.6,678.5,48,2,-8.3,0.7,0.7,0.7
25.02.2020 21:00,-0.8,680.5,52,1,-9.6,0,0,0
26.02.2020 00:00,-4.5,680.7,66,2,-10.0,0,0,0
26.02.2020 03:00,-4.8,680.5,47,3,-14.4,0,0,0
26.02.2020 06:00,-6.0,680.5,44,2,-16.3,0,0,0
26.02.2020 09:00,0.8,680.3,23,0,-18.1,0,0,0
26.02.2020 12:00,9.2,679.2,8,1,-23.1,0,0,0
26.02.2020 15:00,11.4,678.1,12,1,-17.4,0,0,0
26.02.2020 18:00,6.4,678.5,32,4,-9.2,0,0,0
26.02.2020 21:00,1.5,678.6,47,1,-8.6,0,0,0
27.02.2020 00:00,1.3,678.2,51,1,-7.9,0,0,0
27.02.2020 03:00,3.5,677.5,38,1,-9.7,0,0,0
27.02.2020 06:00,4.1,677.4,36,1,-9.7,0,0,0
27.02.2020 09:00,9.8,677.7,27,1,-8.3,0,0,0
27.02.2020 12:00,14.1,677.2,21,0,-7.9,0,0,0
27.02.2020 15:00,17.2,676.8,19,1,-6.8,0,0,0
27.02.2020 18:00,11.3,676.6,33,1,-4.5,0,0,0
27.02.2020 21:00,8.1,676.6,37,2,-6.0,0,0,0
28.02.2020 00:00,7.3,675.4,35,1,-7.4,0,0,0
28.02.2020 03:00,5.3,674.1,41,2,-6.9,0,0,0
28.02.2020 06:00,4.8,673.5,42,3,-7.1,0,0,0
28.02.2020 09:00,11.7,672.9,28,1,-6.5,0,0,0.4
28.02.2020 12:00,18.2,673.0,16,3,-8.0,0,0,0.4
28.02.2020 15:00,11.4,674.5,50,2,1.3,0,0,0.4
28.02.2020 18:00,9.9,676.0,39,3,-3.6,0,0,0.4
28.02.2020 21:00,2.0,677.9,67,1,-3.6,0,0,1.4
29.02.2020 00:00,0.8,678.7,81,0,-2.1,0,0,1.4
29.02.2020 03:00,0.1,679.2,84,1,-2.3,0,0,1.4
29.02.2020 06:00,-0.6,678.5,88,1,-2.3,0,0,1.4
29.02.2020 09:00,1.4,677.5,79,3,-1.9,0,0.4,1.4
29.02.2020 12:00,2.3,676.4,74,3,-1.9,0,0.4,1.4
29.02.2020 15:00,2.2,675.6,76,4,-1.7,0,0.4,1.4
29.02.2020 18:00,1.0,675.6,78,4,-2.5,0,0.4,1.4
29.02.2020 21:00,0.5,675.8,79,3,-2.7,0,1.4,1.4
01.03.2020 00:00,-0.2,676.0,84,4,-2.6,0,1.4,1.4
01.03.2020 03:00,0.0,676.9,82,1,-2.7,0,1.4,1.4
01.03.2020 06:00,-1.0,679.2,96,0,-1.6,0.4,1.4,1.4
01.03.2020 09:00,-1.1,681.4,94,1,-2.0,0,1,1
01.03.2020 12:00,-0.3,682.3,78,2,-3.7,0,1,1
01.03.2020 15:00,0.5,682.4,75,2,-3.5,0,1,1
01.03.2020 18:00,-1.1,683.3,82,3,-3.9,1,1,1
01.03.2020 21:00,-1.6,683.6,85,2,-3.8,0,0,0
02.03.2020 00:00,-2.3,683.7,86,2,-4.4,0,0,0
02.03.2020 03:00,-4.4,683.6,91,1,-5.6,0,0,0
02.03.2020 06:00,-4.6,683.5,91,1,-5.9,0,0,0
02.03.2020 09:00,-0.5,684.0,75,0,-4.4,0,0,0
02.03.2020 12:00,6.0,682.9,52,1,-3.3,0,0,0
02.03.2020 15:00,8.7,681.9,44,4,-3.1,0,0,0
02.03.2020 18:00,1.8,682.3,74,2,-2.4,0,0,0
02.03.2020 21:00,-1.6,682.4,90,0,-3.1,0,0,0
03.03.2020 00:00,-2.2,681.8,80,2,-5.2,0,0,0
03.03.2020 03:00,-1.9,681.5,76,2,-5.6,0,0,0
03.03.2020 06:00,-1.2,682.6,70,2,-6.0,0,0,0
03.03.2020 09:00,6.7,683.5,49,1,-3.3,0,0,0
03.03.2020 12:00,15.2,683.2,19,1,-8.6,0,0,0
03.03.2020 15:00,15.5,683.1,21,2,-6.8,0,0,0
03.03.2020 18:00,10.0,684.0,31,0,-6.4,0,0,0
03.03.2020 21:00,4.3,685.1,60,2,-2.9,0,0,0
04.03.2020 00:00,3.9,684.7,48,1,-6.2,0,0,0
04.03.2020 03:00,2.2,684.2,57,2,-5.5,0,0,0
04.03.2020 06:00,1.1,684.1,58,2,-6.3,0,0,0
04.03.2020 09:00,9.9,683.9,28,0,-8.1,0,0,0
04.03.2020 12:00,18.5,682.9,17,2,-7.0,0,0,0
04.03.2020 15:00,20.2,682.4,13,2,-9.1,0,0,0
04.03.2020 18:00,14.1,682.6,27,4,-4.7,0,0,0
04.03.2020 21:00,8.6,682.4,42,3,-3.7,0,0,0
05.03.2020 00:00,4.1,681.7,46,2,-6.7,0,0,0
05.03.2020 03:00,5.4,680.5,38,2,-8.0,0,0,0
05.03.2020 06:00,3.3,680.3,41,2,-8.7,0,0,0
05.03.2020 09:00,12.4,680.2,21,0,-9.7,0,0,0
05.03.2020 12:00,20.0,679.3,10,4,-13.0,0,0,0
05.03.2020 15:00,19.2,678.6,12,6,-11.4,0,0,0
05.03.2020 18:00,12.9,679.0,32,6,-3.7,0,0,0
05.03.2020 21:00,9.5,679.3,42,2,-2.8,0,0,0
06.03.2020 00:00,4.1,678.7,61,1,-2.9,0,0,0
06.03.2020 03:00,4.0,678.0,54,0,-4.6,0,0,0
06.03.2020 06:00,1.4,678.3,76,0,-2.4,0,0,0
06.03.2020 09:00,7.8,678.5,45,0,-3.5,0,0,0
06.03.2020 12:00,10.2,678.4,46,1,-1.0,0,0,0
06.03.2020 15:00,11.8,678.4,52,2,2.3,0,0,0
06.03.2020 18:00,4.9,679.1,81,1,1.9,0,0,0
06.03.2020 21:00,4.9,679.6,57,2,-2.9,0,0,0
07.03.2020 00:00,6.0,679.7,40,2,-6.7,0,0,0
07.03.2020 03:00,4.4,680.0,41,2,-7.7,0,0,0
07.03.2020 06:00,6.0,680.8,34,2,-8.7,0,0,0
07.03.2020 09:00,11.4,682.0,28,0,-6.8,0,0,0
07.03.2020 12:00,17.4,682.4,20,2,-5.6,0,0,0
07.03.2020 15:00,16.5,682.6,25,1,-3.8,0,0,0
07.03.2020 18:00,14.6,683.0,27,1,-4.2,0,0,0
07.03.2020 21:00,7.7,683.6,49,2,-2.5,0,0,0
08.03.2020 00:00,4.1,684.3,57,2,-3.8,0,0,0
08.03.2020 03:00,3.6,684.4,56,2,-4.4,0,0,0
08.03.2020 06:00,3.6,685.3,56,2,-4.4,0,0,0
08.03.2020 09:00,12.4,686.0,32,1,-4.1,0,0,0
