datetime,t,p0,humid,windspd,Td,rrr,mm24,mm48
09.10.2019 21:00,7.2,687.3,97,1,6.8,0,0,0
10.10.2019 00:00,5.4,687.2,98,1,5.1,0,0,0
10.10.2019 03:00,2.6,686.9,97,1,2.2,0,0,0
10.10.2019 06:00,2.5,686.6,97,1,2.1,0,0,0
10.10.2019 09:00,10.1,685.8,74,2,5.6,0,0,5
10.10.2019 12:00,19.8,684.2,38,1,4.9,0,0,5
10.10.2019 15:00,19.7,683.4,51,1,9.3,0,0,5
10.10.2019 18:00,12.9,683.2,72,3,7.9,0,0,5
10.10.2019 21:00,8.8,683.1,81,2,5.6,0,0,6
11.10.2019 00:00,8.1,682.9,83,2,5.3,0,0,6
11.10.2019 03:00,7.9,683.2,89,2,6.1,0,0,6
11.10.2019 06:00,7.0,683.5,76,2,3.1,0,0,6
11.10.2019 09:00,14.5,683.4,52,1,4.8,0,5,6
11.10.2019 12:00,19.7,682.6,40,3,5.7,0,5,6
11.10.2019 15:00,19.2,682.7,42,2,6.0,0,5,6
11.10.2019 18:00,13.1,683.8,69,0,7.4,0,5,6
11.10.2019 21:00,12.2,683.6,76,1,8.0,0,6,6
12.10.2019 00:00,10.9,682.9,92,1,9.6,0,6,6
12.10.2019 03:00,9.9,684.6,95,1,9.2,0,6,6
12.10.2019 06:00,9.6,685.4,91,2,8.2,5,6,6
12.10.2019 09:00,7.0,687.6,95,2,6.3,0,1,1
12.10.2019 12:00,9.6,688.3,67,1,3.7,0,1,1
12.10.2019 15:00,13.6,688.5,40,3,0.1,0,1,1
12.10.2019 18:00,8.2,689.7,76,1,4.1,1,1,1
12.10.2019 21:00,4.4,689.8,85,2,2.1,0,0,0
13.10.2019 00:00,2.0,689.5,89,1,0.3,0,0,0
13.10.2019 03:00,1.4,689.2,87,2,-0.6,0,0,0
13.10.2019 06:00,2.0,689.6,77,3,-1.6,0,0,0
13.10.2019 09:00,13.3,689.9,42,1,0.6,0,0,0
13.10.2019 12:00,18.9,689.4,20,1,-4.4,0,0,0
13.10.2019 15:00,19.4,689.2,24,2,-1.9,0,0,0
13.10.2019 18:00,10.7,689.1,56,2,2.2,0,0,0
13.10.2019 21:00,7.5,689.4,66,2,1.5,0,0,0
14.10.2019 00:00,6.2,689.4,68,2,0.6,0,0,0
14.10.2019 03:00,5.7,689.1,64,1,-0.6,0,0,0
14.10.2019 06:00,4.5,689.1,66,1,-1.3,0,0,0
14.10.2019 09:00,13.4,689.3,36,1,-1.5,0,0,0
14.10.2019 12:00,21.0,688.6,27,1,1.1,0,0,0
14.10.2019 15:00,22.2,688.0,26,2,1.9,0,0,0
14.10.2019 18:00,15.3,687.9,39,4,1.3,0,0,0
14.10.2019 21:00,8.9,687.7,62,2,2.0,0,0,0
15.10.2019 00:00,8.8,687.0,60,2,1.4,0,0,0
15.10.2019 03:00,7.3,686.1,65,2,1.0,0,0,0
15.10.2019 06:00,7.1,685.7,62,2,0.2,0,0,0
15.10.2019 09:00,20.1,686.2,31,0,2.2,0,0,0
15.10.2019 12:00,24.2,686.0,20,1,0.1,0,0,0
15.10.2019 15:00,24.7,685.6,20,1,0.3,0,0,0
15.10.2019 18:00,14.3,685.5,57,2,5.8,0,0,0
15.10.2019 21:00,10.0,685.8,67,2,4.1,0,0,0
16.10.2019 00:00,8.0,685.8,66,2,2.0,0,0,0
16.10.2019 03:00,6.8,685.3,68,3,1.2,0,0,0
16.10.2019 06:00,6.7,685.2,64,1,0.2,0,0,0
16.10.2019 09:00,16.8,685.7,35,0,1.1,0,0,0
16.10.2019 12:00,23.4,685.0,25,1,2.3,0,0,0
16.10.2019 15:00,21.9,684.9,24,3,0.6,0,0,0
16.10.2019 18:00,15.0,685.6,49,2,4.3,0,0,0
16.10.2019 21:00,14.2,685.2,55,3,5.1,0,0,0
17.10.2019 00:00,9.5,685.2,71,0,4.5,0,0,0
17.10.2019 03:00,7.1,685.0,76,0,3.2,0,0,0
17.10.2019 06:00,7.2,685.3,69,1,1.8,0,0,0
17.10.2019 09:00,13.6,685.3,47,1,2.3,0,0,0
17.10.2019 12:00,20.8,684.9,41,1,7.1,0,0,0
17.10.2019 15:00,21.8,684.6,42,1,8.4,0,0,0
17.10.2019 18:00,12.2,684.9,80,0,8.9,0,0,0
17.10.2019 21:00,9.1,684.9,73,2,4.4,0,0,0
18.10.2019 00:00,8.4,684.4,62,3,1.5,0,0,0
18.10.2019 03:00,7.9,684.1,58,2,0.0,0,0,0
18.10.2019 06:00,9.1,684.0,51,3,-0.6,0,0,0
18.10.2019 09:00,17.8,684.1,31,0,0.4,0,0,0
18.10.2019 12:00,25.2,683.5,17,2,-1.8,0,0,0
18.10.2019 15:00,21.5,683.6,22,1,-1.0,0,0,0
18.10.2019 18:00,14.9,684.2,41,2,1.8,0,0,0
18.10.2019 21:00,11.1,684.4,51,2,1.3,0,0,0
19.10.2019 00:00,9.3,683.9,59,1,1.5,0,0,0
19.10.2019 03:00,8.5,683.6,59,1,0.9,0,0,0
19.10.2019 06:00,8.8,684.2,61,1,1.7,0,0,0
19.10.2019 09:00,15.4,685.1,38,0,1.1,0,0,0
19.10.2019 12:00,21.0,684.4,36,2,5.2,0,0,0
19.10.2019 15:00,20.5,684.4,34,2,3.9,0,0,0
19.10.2019 18:00,15.6,685.3,50,2,5.0,0,0,0
19.10.2019 21:00,10.7,685.6,69,3,5.2,0,0,0
20.10.2019 00:00,8.1,685.4,76,1,4.0,0,0,0
20.10.2019 03:00,6.4,685.4,82,1,3.6,0,0,0
20.10.2019 06:00,5.6,685.9,86,1,3.4,0,0,0
20.10.2019 09:00,12.7,686.3,59,1,4.7,0,0,0
20.10.2019 12:00,20.8,685.7,42,1,7.2,0,0,0
20.10.2019 15:00,19.6,685.9,46,2,7.6,0,0,0
20.10.2019 18:00,12.9,686.5,75,3,8.5,0,0,0
20.10.2019 21:00,12.2,686.7,78,4,8.4,0,0,0
21.10.2019 00:00,10.3,686.7,79,1,6.8,0,0,0
21.10.2019 03:00,6.4,686.2,92,1,5.2,0,0,0
21.10.2019 06:00,7.2,686.4,90,1,5.7,0,0,0
21.10.2019 09:00,13.8,686.8,62,2,6.6,0,0,0
21.10.2019 12:00,16.5,686.4,53,5,6.9,0,0,0
21.10.2019 15:00,15.7,686.2,44,3,3.5,0,0,0
21.10.2019 18:00,10.9,686.6,77,5,6.9,0,0,0
21.10.2019 21:00,9.9,686.4,81,3,6.8,0,0,0
22.10.2019 00:00,6.4,685.9,87,1,4.3,0,0,0
22.10.2019 03:00,4.9,685.6,91,1,3.5,0,0,0
22.10.2019 06:00,4.4,685.7,88,2,2.6,0,0,0
22.10.2019 09:00,12.7,686.2,55,1,3.9,0,0,0
22.10.2019 12:00,18.6,685.3,47,1,7.1,0,0,0
22.10.2019 15:00,19.1,685.3,43,1,6.3,0,0,0
22.10.2019 18:00,11.8,685.9,66,3,5.7,0,0,0
22.10.2019 21:00,6.0,685.9,65,2,-0.1,0,0,0
23.10.2019 00:00,6.0,685.4,50,3,-3.7,0,0,0
23.10.2019 03:00,5.0,685.3,58,2,-2.7,0,0,0
23.10.2019 06:00,4.6,685.6,65,2,-1.5,0,0,0
23.10.2019 09:00,12.0,686.1,46,1,0.5,0,0,0
23.10.2019 12:00,17.0,685.4,42,2,3.9,0,0,0
23.10.2019 15:00,18.3,685.1,31,1,0.6,0,0,0
23.10.2019 18:00,10.1,685.8,70,2,4.8,0,0,0
23.10.2019 21:00,6.7,685.9,77,3,2.9,0,0,0
24.10.2019 00:00,4.0,685.6,74,2,-0.2,0,0,0
24.10.2019 03:00,3.6,685.5,63,3,-2.9,0,0,0
24.10.2019 06:00,3.6,685.3,55,2,-4.6,0,0,0
24.10.2019 09:00,12.0,685.6,31,0,-4.9,0,0,0
24.10.2019 12:00,19.6,685.0,27,2,0.1,0,0,0
24.10.2019 15:00,18.8,684.3,25,3,-1.5,0,0,0
24.10.2019 18:00,12.3,684.9,44,3,0.2,0,0,0
24.10.2019 21:00,7.6,684.7,62,2,0.6,0,0,0
25.10.2019 00:00,6.1,684.0,65,1,-0.1,0,0,0
25.10.2019 03:00,5.3,683.4,65,2,-0.9,0,0,0
25.10.2019 06:00,6.4,683.6,55,1,-2.0,0,0,0
25.10.2019 09:00,11.3,683.9,38,1,-2.6,0,0,0
25.10.2019 12:00,16.9,683.8,29,1,-1.4,0,0,0
25.10.2019 15:00,17.9,683.0,36,1,2.4,0,0,0
25.10.2019 18:00,12.4,683.5,52,2,2.6,0,0,0
25.10.2019 21:00,9.4,683.6,66,2,3.4,0,0,0
26.10.2019 00:00,7.1,683.5,72,2,2.4,0,0,0
26.10.2019 03:00,6.9,683.3,64,2,0.4,0,0,0
26.10.2019 06:00,5.1,683.7,71,2,0.3,0,0,0
26.10.2019 09:00,12.2,684.2,43,1,-0.1,0,0,0
26.10.2019 12:00,18.0,684.1,40,1,4.0,0,0,0
26.10.2019 15:00,16.7,683.8,53,1,7.0,0,0,0
26.10.2019 18:00,9.3,684.6,73,1,4.7,0,0,0
26.10.2019 21:00,6.1,685.3,79,2,2.6,0,0,0
27.10.2019 00:00,6.4,685.0,79,1,3.0,0,0,0
27.10.2019 03:00,4.7,685.0,78,2,1.2,0,0,0
27.10.2019 06:00,4.5,684.7,78,2,0.9,0,0,0
27.10.2019 09:00,10.1,685.6,58,0,2.1,0,0,0
27.10.2019 12:00,17.5,685.0,43,1,4.6,0,0,0
27.10.2019 15:00,17.5,684.4,41,2,4.1,0,0,0
27.10.2019 18:00,9.4,684.7,68,2,3.8,0,0,0
27.10.2019 21:00,5.9,684.6,80,2,2.7,0,0,0
28.10.2019 00:00,4.4,683.9,83,2,1.7,0,0,0
28.10.2019 03:00,3.5,683.1,73,2,-1.0,0,0,0
28.10.2019 06:00,3.6,682.5,71,2,-1.2,0,0,0
28.10.2019 09:00,12.7,682.3,38,0,-1.4,0,0,0
28.10.2019 12:00,19.3,681.3,25,1,-1.5,0,0,0
28.10.2019 15:00,18.8,680.8,30,1,0.6,0,0,0
28.10.2019 18:00,9.3,680.9,58,2,1.4,0,0,0
28.10.2019 21:00,6.1,680.8,67,2,0.3,0,0,0.3
29.10.2019 00:00,4.0,680.2,72,2,-0.7,0,0,0.3
29.10.2019 03:00,3.7,679.9,70,2,-1.3,0,0,0.3
29.10.2019 06:00,3.1,679.8,71,1,-1.7,0,0,0.3
29.10.2019 09:00,10.7,680.2,42,0,-1.7,0,0,1.3
29.10.2019 12:00,17.0,679.6,31,1,-0.4,0,0,1.3
29.10.2019 15:00,16.0,679.9,38,2,1.5,0,0,1.3
29.10.2019 18:00,8.5,681.0,72,1,3.7,0,0,1.3
29.10.2019 21:00,5.8,681.1,77,2,2.0,0,0.3,4.3
30.10.2019 00:00,4.4,680.9,85,2,2.0,0,0.3,4.3
30.10.2019 03:00,4.3,680.8,95,3,3.6,0,0.3,4.3
30.10.2019 06:00,5.6,680.5,88,0,3.7,0,0.3,4.3
30.10.2019 09:00,7.8,680.6,79,1,4.3,0,1.3,16.3
30.10.2019 12:00,13.8,679.5,53,1,4.4,0,1.3,16.3
30.10.2019 15:00,11.0,680.1,70,1,5.7,0,1.3,16.3
30.10.2019 18:00,5.8,681.8,93,2,4.8,0.3,1.3,16.3
30.10.2019 21:00,4.9,682.3,95,1,4.1,0,4,25
31.10.2019 00:00,2.4,682.8,96,0,1.8,0,4,25
31.10.2019 03:00,1.8,683.2,97,0,1.3,0,4,25
31.10.2019 06:00,2.2,682.9,93,1,1.1,1,4,25
31.10.2019 09:00,2.9,683.4,89,0,1.2,0,15,35
31.10.2019 12:00,2.5,683.0,93,2,1.5,0,15,35
31.10.2019 15:00,0.9,683.0,96,1,0.3,0,15,35
31.10.2019 18:00,-1.1,682.9,96,1,-1.6,3,15,35
31.10.2019 21:00,-1.4,683.2,97,0,-1.8,0,21,32.6
01.11.2019 00:00,-2.2,682.9,97,0,-2.6,0,21,32.6
01.11.2019 03:00,-2.6,682.7,96,0,-3.1,0,21,32.6
01.11.2019 06:00,-2.8,682.5,96,0,-3.3,12,21,32.6
01.11.2019 09:00,-1.7,682.3,95,0,-2.4,0,20,20.6
01.11.2019 12:00,-1.0,681.6,91,0,-2.3,0,20,20.6
01.11.2019 15:00,-1.4,680.7,86,0,-3.5,0,20,20.6
01.11.2019 18:00,-3.7,680.7,94,0,-4.5,9,20,20.6
01.11.2019 21:00,-4.0,680.5,96,0,-4.6,0,11.6,11.6
02.11.2019 00:00,-5.1,680.7,96,0,-5.7,0,11.6,11.6
02.11.2019 03:00,-5.3,680.8,95,0,-6.0,0,11.6,11.6
02.11.2019 06:00,-5.1,682.0,95,0,-5.8,11,11.6,11.6
02.11.2019 09:00,-4.4,683.8,94,0,-5.2,0,0.6,0.6
02.11.2019 12:00,-1.7,684.1,82,0,-4.4,0,0.6,0.6
02.11.2019 15:00,-1.4,684.8,85,0,-3.7,0,0.6,0.6
02.11.2019 18:00,-4.1,685.6,95,0,-4.8,0.6,0.6,0.6
02.11.2019 21:00,-5.2,686.1,96,0,-5.8,0,0,0
03.11.2019 00:00,-9.0,685.9,92,0,-10.1,0,0,0
03.11.2019 03:00,-6.6,685.9,93,2,-7.5,0,0,0
03.11.2019 06:00,-5.1,686.1,84,2,-7.4,0,0,0
03.11.2019 09:00,-0.4,686.1,67,1,-5.8,0,0,0
03.11.2019 12:00,5.1,685.2,51,1,-4.3,0,0,0
03.11.2019 15:00,2.0,685.3,65,1,-3.9,0,0,0
03.11.2019 18:00,-2.2,685.3,92,1,-3.4,0,0,0
03.11.2019 21:00,-4.2,685.1,83,2,-6.7,0,0,0
04.11.2019 00:00,-4.2,684.8,75,2,-8.0,0,0,0
04.11.2019 03:00,-2.7,684.7,67,2,-8.0,0,0,0
04.11.2019 06:00,-1.9,684.7,63,2,-8.0,0,0,0
04.11.2019 09:00,5.3,685.3,39,1,-7.8,0,0,0
04.11.2019 12:00,15.9,684.8,20,0,-7.2,0,0,0
04.11.2019 15:00,14.1,684.4,24,1,-6.5,0,0,0
04.11.2019 18:00,3.8,684.6,57,2,-4.1,0,0,0
04.11.2019 21:00,3.3,684.6,49,2,-6.5,0,0,0
05.11.2019 00:00,2.8,683.8,45,2,-8.2,0,0,0
05.11.2019 03:00,1.8,683.4,45,2,-9.1,0,0,0
05.11.2019 06:00,1.8,682.9,43,2,-9.7,0,0,0
05.11.2019 09:00,8.8,682.8,31,0,-7.7,0,0,0
05.11.2019 12:00,14.7,682.0,24,1,-5.7,0,0,0
05.11.2019 15:00,15.1,681.7,27,0,-3.8,0,0,0
05.11.2019 18:00,6.2,682.2,51,2,-3.2,0,0,0
05.11.2019 21:00,3.9,682.9,51,3,-5.3,0,0,0
06.11.2019 00:00,5.4,683.3,47,2,-5.0,0,0,0
06.11.2019 03:00,5.5,683.8,47,3,-4.9,0,0,0
06.11.2019 06:00,6.3,684.4,44,1,-5.2,0,0,0
06.11.2019 09:00,12.5,684.4,25,2,-7.3,0,0,0
06.11.2019 12:00,16.6,683.7,19,1,-7.3,0,0,0
06.11.2019 15:00,18.6,683.1,27,1,-0.8,0,0,0
06.11.2019 18:00,12.4,683.3,32,4,-4.1,0,0,0
07.11.2019 00:00,6.4,683.5,51,3,-3.0,0,0,0
07.11.2019 03:00,5.4,683.5,53,2,-3.4,0,0,0
07.11.2019 06:00,5.6,683.8,58,3,-2.2,0,0,0
07.11.2019 09:00,11.6,684.4,40,0,-1.7,0,0,0
07.11.2019 12:00,18.5,684.1,25,1,-2.2,0,0,0
07.11.2019 15:00,20.6,683.6,19,4,-3.6,0,0,0
07.11.2019 18:00,14.2,683.8,36,5,-0.6,0,0,0
07.11.2019 21:00,7.3,683.7,58,1,-0.5,0,0,0
08.11.2019 00:00,6.0,683.0,58,1,-1.7,0,0,0
08.11.2019 03:00,5.4,683.2,48,2,-4.8,0,0,0
08.11.2019 06:00,4.1,683.8,48,2,-6.1,0,0,0
08.11.2019 09:00,11.5,684.2,30,1,-5.5,0,0,0
08.11.2019 12:00,21.5,684.1,14,1,-6.8,0,0,0
08.11.2019 15:00,20.5,684.6,20,1,-3.5,0,0,0
08.11.2019 18:00,10.0,685.3,49,3,-0.3,0,0,0
08.11.2019 21:00,6.9,685.7,57,2,-1.1,0,0,0
09.11.2019 00:00,6.0,685.9,52,2,-3.2,0,0,0
09.11.2019 03:00,4.6,685.6,58,2,-3.0,0,0,0
09.11.2019 06:00,6.2,686.0,50,1,-3.5,0,0,0
09.11.2019 09:00,12.8,686.6,35,0,-2.5,0,0,0
09.11.2019 12:00,19.9,685.9,22,1,-2.5,0,0,0
09.11.2019 15:00,19.8,685.6,27,2,0.1,0,0,0
09.11.2019 18:00,12.5,685.9,42,2,-0.1,0,0,0
09.11.2019 21:00,6.5,685.9,62,2,-0.3,0,0,0
10.11.2019 00:00,4.1,685.7,67,2,-1.6,0,0,0
10.11.2019 03:00,4.9,685.3,54,2,-3.7,0,0,0
10.11.2019 06:00,4.2,685.5,54,2,-4.5,0,0,0
10.11.2019 09:00,10.7,685.6,35,1,-4.3,0,0,0
10.11.2019 12:00,19.0,684.8,19,1,-5.0,0,0,0
10.11.2019 15:00,16.8,684.7,31,1,-0.3,0,0,0
10.11.2019 18:00,8.4,685.3,48,2,-2.2,0,0,0
10.11.2019 21:00,5.3,685.2,53,2,-3.5,0,0,0
11.11.2019 00:00,5.3,685.0,47,2,-5.1,0,0,0
11.11.2019 03:00,6.1,685.0,35,3,-8.3,0,0,0
11.11.2019 06:00,6.1,685.5,32,2,-9.6,0,0,0
11.11.2019 09:00,13.4,686.0,22,0,-8.1,0,0,0
11.11.2019 12:00,20.9,685.3,13,1,-8.2,0,0,0
11.11.2019 15:00,21.2,685.0,18,1,-4.1,0,0,0
11.11.2019 18:00,13.6,686.0,26,4,-5.9,0,0,0
11.11.2019 21:00,11.3,686.4,34,2,-4.3,0,0,0
12.11.2019 00:00,6.8,686.9,49,2,-3.4,0,0,0
12.11.2019 03:00,5.8,687.1,46,3,-5.0,0,0,0
12.11.2019 06:00,5.2,687.3,48,2,-4.9,0,0,0
12.11.2019 09:00,9.6,687.5,35,1,-5.2,0,0,0
12.11.2019 12:00,16.4,686.8,26,2,-3.5,0,0,0
12.11.2019 15:00,18.0,686.8,14,3,-10.3,0,0,0
12.11.2019 18:00,11.8,687.2,27,4,-6.5,0,0,0
12.11.2019 21:00,6.9,687.5,38,2,-6.4,0,0,0
13.11.2019 00:00,7.0,687.3,33,2,-8.4,0,0,0
13.11.2019 03:00,8.4,686.7,31,3,-7.8,0,0,0
13.11.2019 06:00,4.6,687.0,47,1,-6.0,0,0,0
13.11.2019 09:00,11.3,687.1,26,4,-7.8,0,0,0
13.11.2019 12:00,16.1,685.9,19,4,-7.6,0,0,0
13.11.2019 15:00,15.0,685.7,23,4,-6.1,0,0,0
13.11.2019 18:00,8.3,686.2,43,3,-3.6,0,0,0
13.11.2019 21:00,4.6,686.2,59,2,-2.9,0,0,0
14.11.2019 00:00,-0.5,686.1,92,1,-1.7,0,0,0
14.11.2019 03:00,-2.1,685.3,95,1,-2.8,0,0,0
14.11.2019 06:00,0.6,685.3,75,2,-3.4,0,0,0
14.11.2019 09:00,10.1,685.6,25,4,-9.0,0,0,0
14.11.2019 12:00,12.8,685.3,29,5,-5.1,0,0,0
14.11.2019 15:00,10.4,685.1,37,6,-3.7,0,0,0
14.11.2019 18:00,3.4,686.2,69,6,-1.8,0,0,0
14.11.2019 21:00,2.0,686.5,76,8,-1.9,0,0,0
15.11.2019 00:00,3.3,686.5,57,6,-4.4,0,0,0
15.11.2019 03:00,6.5,686.0,31,5,-9.4,0,0,0
15.11.2019 06:00,1.4,686.3,58,1,-6.1,0,0,0
15.11.2019 09:00,2.2,686.5,64,2,-3.9,0,0,0
15.11.2019 12:00,12.1,686.3,20,6,-10.4,0,0,0
15.11.2019 15:00,9.5,686.4,41,6,-3.3,0,0,0
15.11.2019 18:00,2.6,687.2,79,8,-0.8,0,0,0
15.11.2019 21:00,3.2,687.4,69,4,-2.1,0,0,0
16.11.2019 00:00,0.0,687.1,81,1,-2.9,0,0,0
16.11.2019 03:00,-2.3,686.8,91,2,-3.6,0,0,0
16.11.2019 06:00,-2.6,687.4,94,1,-3.4,0,0,0
16.11.2019 09:00,1.4,688.1,73,0,-3.0,0,0,0
16.11.2019 12:00,7.7,687.9,55,1,-0.8,0,0,0
16.11.2019 15:00,11.5,687.6,34,3,-4.1,0,0,0
16.11.2019 18:00,3.1,688.0,68,3,-2.4,0,0,0
16.11.2019 21:00,-1.0,688.0,90,0,-2.5,0,0,0
17.11.2019 00:00,-1.8,687.5,89,1,-3.4,0,0,0
17.11.2019 03:00,-0.2,687.4,68,0,-5.5,0,0,0
17.11.2019 06:00,-1.7,687.5,,1,,0,0,0
17.11.2019 09:00,3.2,688.3,46,1,-7.4,0,0,0
17.11.2019 12:00,5.8,687.7,56,1,-2.3,0,0,0
17.11.2019 15:00,7.2,687.2,58,1,-0.5,0,0,0
17.11.2019 18:00,0.1,687.7,78,1,-3.4,0,0,0
17.11.2019 21:00,-2.3,687.5,87,1,-4.2,0,0,0
18.11.2019 00:00,-1.6,687.2,78,1,-5.0,0,0,0
18.11.2019 03:00,0.8,686.8,49,2,-8.7,0,0,0
18.11.2019 06:00,1.3,686.5,39,0,-11.4,0,0,0
18.11.2019 09:00,6.0,686.9,26,0,-12.2,0,0,0
18.11.2019 12:00,9.3,686.3,35,2,-5.4,0,0,0
18.11.2019 15:00,9.4,685.6,49,3,-1.0,0,0,0
18.11.2019 18:00,0.3,686.2,85,0,-2.0,0,0,0
18.11.2019 21:00,1.5,685.9,62,1,-5.0,0,0,0
19.11.2019 00:00,1.4,686.0,42,2,-10.2,0,0,0
19.11.2019 03:00,2.0,686.2,36,2,-11.8,0,0,0
19.11.2019 06:00,0.9,686.6,39,3,-11.7,0,0,0
19.11.2019 09:00,5.4,687.1,31,2,-10.5,0,0,0
19.11.2019 12:00,14.4,686.5,17,1,-10.6,0,0,0
19.11.2019 15:00,13.3,686.5,26,1,-6.0,0,0,0
19.11.2019 18:00,2.9,686.9,55,2,-5.4,0,0,0
19.11.2019 21:00,0.6,687.1,62,3,-5.9,0,0,0
20.11.2019 00:00,-0.7,686.8,65,3,-6.5,0,0,0
20.11.2019 03:00,-1.5,686.5,62,2,-7.9,0,0,0
20.11.2019 06:00,-1.7,686.5,62,2,-8.2,0,0,0
20.11.2019 09:00,2.4,686.7,57,1,-5.3,0,0,0.2
20.11.2019 12:00,6.6,686.0,53,1,-2.3,0,0,0.2
20.11.2019 15:00,4.4,686.0,67,2,-1.2,0,0,0.2
20.11.2019 18:00,0.3,686.4,84,3,-2.1,0,0,0.2
20.11.2019 21:00,-0.3,686.5,82,1,-3.0,0,0,0.2
21.11.2019 00:00,-1.5,686.4,83,3,-4.0,0,0,0.2
21.11.2019 03:00,-2.8,686.6,83,4,-5.4,0,0,0.2
21.11.2019 06:00,-3.0,686.6,82,4,-5.7,0,0,0.2
21.11.2019 09:00,-4.5,686.9,87,5,-6.3,0,0.2,0.2
21.11.2019 12:00,-5.7,686.8,91,7,-7.0,0,0.2,0.2
21.11.2019 15:00,-6.3,687.0,85,6,-8.4,0,0.2,0.2
21.11.2019 18:00,-6.2,687.4,79,6,-9.3,0,0.2,0.2
21.11.2019 21:00,-7.6,687.1,87,5,-9.4,0,0.2,0.2
22.11.2019 00:00,-8.3,687.2,93,5,-9.3,0,0.2,0.2
22.11.2019 03:00,-7.7,687.2,84,6,-9.9,0,0.2,0.2
22.11.2019 06:00,-8.2,687.6,86,6,-10.2,0.2,0.2,0.2
22.11.2019 09:00,-6.3,687.9,77,4,-9.7,0,0,0
22.11.2019 12:00,-4.3,687.6,71,6,-8.8,0,0,0
22.11.2019 15:00,-4.2,687.4,71,7,-8.7,0,0,0
22.11.2019 18:00,-7.0,688.3,86,4,-8.9,0,0,0
22.11.2019 21:00,-6.8,687.8,88,6,-8.5,0,0,0
23.11.2019 00:00,-6.4,687.6,86,5,-8.4,0,0,0
23.11.2019 03:00,-6.8,686.8,88,6,-8.5,0,0,0
23.11.2019 06:00,-6.5,686.8,81,5,-9.2,0,0,0
23.11.2019 09:00,-4.2,686.8,67,3,-9.5,0,0,0
23.11.2019 12:00,-2.4,686.1,64,6,-8.4,0,0,0
23.11.2019 15:00,-2.6,685.8,64,6,-8.5,0,0,0
23.11.2019 18:00,-6.1,686.5,81,3,-8.8,0,0,0
23.11.2019 21:00,-6.8,686.3,80,1,-9.7,0,0,0
24.11.2019 00:00,-9.8,686.2,88,1,-11.4,0,0,0
24.11.2019 03:00,-10.4,686.2,90,0,-11.7,0,0,0
24.11.2019 06:00,-11.5,686.4,88,1,-13.1,0,0,0
24.11.2019 09:00,-7.0,686.7,83,0,-9.5,0,0,0
24.11.2019 12:00,-1.1,686.3,61,1,-7.8,0,0,0
24.11.2019 15:00,-2.5,686.1,65,4,-8.3,0,0,0
24.11.2019 18:00,-4.7,686.3,81,8,-7.5,0,0,0
24.11.2019 21:00,-4.4,685.9,77,4,-7.8,0,0,0
25.11.2019 00:00,-7.5,685.4,84,1,-9.7,0,0,0
25.11.2019 03:00,-8.4,684.7,90,1,-9.8,0,0,0
25.11.2019 06:00,-8.9,684.8,91,1,-10.1,0,0,0
25.11.2019 09:00,-4.2,685.3,76,0,-7.8,0,0,0
25.11.2019 12:00,1.5,684.4,56,1,-6.5,0,0,0
25.11.2019 15:00,2.5,683.8,62,1,-4.2,0,0,0
25.11.2019 18:00,-4.0,684.3,84,1,-6.3,0,0,0
25.11.2019 21:00,-6.2,683.9,88,1,-7.9,0,0,0
26.11.2019 00:00,-6.9,683.5,89,1,-8.5,0,0,0
26.11.2019 03:00,-7.4,682.8,91,1,-8.7,0,0,0
26.11.2019 06:00,-5.7,682.1,85,0,-7.9,0,0,0
26.11.2019 09:00,-1.5,681.9,71,1,-6.1,0,0,0
26.11.2019 12:00,4.3,680.8,46,1,-6.4,0,0,0
26.11.2019 15:00,1.9,680.3,69,2,-3.3,0,0,0
26.11.2019 18:00,-3.3,680.6,94,0,-4.2,0,0,0
26.11.2019 21:00,-3.8,680.3,93,1,-4.8,0,0,0.6
27.11.2019 00:00,-2.7,679.6,81,0,-5.6,0,0,0.6
27.11.2019 03:00,-1.2,678.9,72,1,-5.6,0,0,0.6
27.11.2019 06:00,0.4,678.1,62,1,-6.1,0,0,0.6
27.11.2019 09:00,3.4,678.2,50,1,-6.1,0,0,1.3
27.11.2019 12:00,10.6,677.2,37,1,-3.6,0,0,1.3
27.11.2019 15:00,3.5,677.0,74,2,-0.8,0,0,1.3
27.11.2019 18:00,1.1,677.4,85,0,-1.2,0,0,1.3
27.11.2019 21:00,3.1,677.3,63,1,-3.3,0,0.6,1.3
28.11.2019 00:00,3.7,677.7,56,1,-4.3,0,0.6,1.3
28.11.2019 03:00,3.6,678.2,59,1,-3.8,0,0.6,1.3
28.11.2019 06:00,3.8,678.7,61,1,-3.2,0,0.6,1.3
28.11.2019 09:00,5.3,680.2,60,1,-2.0,0,1.3,1.3
28.11.2019 12:00,8.2,680.5,72,1,3.4,0,1.3,1.3
28.11.2019 15:00,7.3,680.7,76,2,3.3,0,1.3,1.3
28.11.2019 18:00,5.0,681.8,94,0,4.1,0.6,1.3,1.3
28.11.2019 21:00,3.3,681.6,92,3,2.1,0,0.7,0.7
29.11.2019 00:00,1.5,681.8,96,1,0.9,0,0.7,0.7
29.11.2019 03:00,0.3,682.0,96,2,-0.2,0,0.7,0.7
29.11.2019 06:00,0.4,682.3,94,1,-0.4,0.7,0.7,0.7
29.11.2019 09:00,0.6,681.7,96,0,0.0,0,0,0
29.11.2019 12:00,7.6,680.1,67,1,1.8,0,0,0
29.11.2019 15:00,8.9,678.7,58,3,0.9,0,0,0
